"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","IP","W","ERA","WHIP","K","SVH","GP"
"*06ibh*","Seo Hyeon Kim","(N/A)","RP","5474","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yao*","Larson Kindreich","TEX","RP","5476","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rrz*","Aidan King","(N/A)","RP","5477","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06tlp*","Charles King","PHI","SP","5478","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hgx*","Jacob King","(N/A)","SP","5481","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06n3o*","Johnny King","TOR","SP","5482","FA","","0","35%","-3%","0","0","0","0","0","0","0"
"*065uv*","Joseph King","STL","RP","5483","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06kvs*","Justin King","MIA","RP","5484","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r0r*","Wenderlyn King","MIL","RP","5491","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0519q*","Zach King","(N/A)","SP,RP","5493","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04pvw*","Nolan Kingham","(N/A)","SP,RP","5495","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*060eq*","Jimmy Kingsbury","SEA","RP","5496","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06c4z*","Grant Kipp","CHC","SP","5498","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06qf3*","Devin Kirby","(N/A)","SP","5499","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06kk0*","William Kirk","(N/A)","SP","5500","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hhc*","Doug Kirkland","(N/A)","SP","5501","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06tlf*","Jackson Kirkpatrick","CHC","RP","5502","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*071xa*","Griffin Kirn","ATH","SP","5503","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qls*","Brady Kirtner","NYY","RP","5504","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06l5i*","Danny Kirwin","BOS","RP","5505","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qsu*","Jacob Kisting","TB","RP","5506","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mi2*","Austin Kitchen","SEA","RP","5507","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06alc*","Kole Klecker","(N/A)","SP","5509","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ian*","John Klein","MIN","SP,RP","5510","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*03dww*","Gabe Klobosits","CHC","RP","5513","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04ppt*","Adam Kloffenstein","NYY","SP","5514","FA","@SF Wed 8:05PM","0","3%","0%","0","0","0","0","0","0","0"
"*06mwg*","Jacob Kmatz","TB","SP","5515","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06kxb*","Aidan Knaak","(N/A)","SP","5516","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ysg*","Jake Knapp","CHC","SP","5518","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06149*","Brandon Knarr","(N/A)","SP","5519","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0310k*","Corey Knebel","(N/A)","RP","5520","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04q1u*","Reiss Knehr","(N/A)","RP","5521","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zcr*","Todd Kniebbe","BAL","RP","5522","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04m5p*","Blaine Knight","(N/A)","RP","5524","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0630a*","Michael Knorr","HOU","RP","5528","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*069zn*","Josh Knoth","MIL","SP","5529","FA","","0","10%","-1%","0","0","0","0","0","0","0"
"*05yo7*","Antonio Knowles","LAD","RP","5530","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051au*","Lucas Knowles","LAA","RP","5532","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06lw0*","Nate Knowles","TB","SP","5533","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*072zu*","Robbie Knowles","STL","RP","5534","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06h1w*","Sam Knowlton","ARI","RP","5535","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*070d2*","Connor Knox","CHC","SP","5536","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05xai*","Scott Kobos","(N/A)","RP","5538","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066aa*","Ian Koenig","SD","SP","5540","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0701m*","Will Koger","SD","RP","5542","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05y4i*","Tanner Kohlhepp","DET","RP","5543","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06yq9*","Pico Kohn","NYY","SP","5545","FA","@SF Wed 8:05PM","0","3%","0%","0","0","0","0","0","0","0"
"*02hky*","Adam Kolarek","(N/A)","RP","5548","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qtq*","Xavier Kolhosser","MIN","RP","5549","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066a9*","Jared Kollar","SD","SP,RP","5550","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0519w*","Brandon Komar","(N/A)","SP","5553","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05m68*","Chang-mo Koo","(N/A)","SP","5554","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yal*","Ronan Kopp","LAD","SP,RP","5557","FA","","0","4%","-1%","0","0","0","0","0","0","0"
"*05tow*","Kevin Kopps","SD","RP","5558","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*0516f*","Jacob Kostyshock","(N/A)","SP,RP","5559","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ycn*","Rhett Kouba","HOU","RP","5561","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06zb6*","Luke Kovach","TOR","SP","5562","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05xkw*","Nick Krauth","(N/A)","RP","5564","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0513u*","Evan Kravetz","(N/A)","RP","5565","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*02bze*","Joey Krehbiel","(N/A)","RP","5566","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qpr*","Harrison Kreiling","SEA","SP","5567","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*041t2*","Brooks Kriske","ATH","RP","5569","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051ae*","Zac Kristofak","(N/A)","SP,RP","5570","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0649a*","Austin Krob","(N/A)","RP","5571","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qhw*","Jacob Kroeger","ATL","SP,RP","5572","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ywb*","Dan Kubiuk","(N/A)","RP","5575","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hp2*","Hunter Kublick","STL","SP,RP","5576","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05t9i*","Ben Kudrna","KC","SP","5577","FA","","0","9%","-1%","0","0","0","0","0","0","0"
"*062yq*","Cade Kuehler","ATL","SP","5578","FA","","0","4%","-1%","0","0","0","0","0","0","0"
"*06fqr*","Tate Kuehner","MIL","SP","5579","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*03179*","Chad Kuhl","(N/A)","SP","5580","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zll*","Jacob Kuhn","TB","SP","5581","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*060mr*","Travis Kuhn","TOR","RP","5582","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*041wc*","Joel Kuhnel","ATH","RP","5583","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*060lb*","Tegan Kuhns","(N/A)","SP","5584","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*070cd*","Cash Kuiper","DET","SP,RP","5585","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06tld*","Trevor Kuncl","CIN","RP","5587","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06z9e*","Peter Kussow","NYM","SP","5590","FA","","0","5%","-1%","0","0","0","0","0","0","0"
"*06qwe*","Robert Kwiatkowski","(N/A)","RP","5591","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04epx*","A.J. Labas","(N/A)","SP,RP","5596","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ksf*","Randy Labaut","(N/A)","RP","5597","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ul4*","P.J. Labriola","BOS","RP","5600","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06fuo*","Mathias LaCombe","CHW","SP","5592","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06zgx*","Luke Lacourse","LAA","SP","5602","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*059qm*","Asa Lacy","KC","SP,RP","5603","FA","","0","6%","-1%","0","0","0","0","0","0","0"
"*06mw8*","Jack Lafflam","(N/A)","C,SP","5604","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hw4*","Dane Lais","SD","RP","5606","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03qlx*","Travis Lakins Sr.","(N/A)","RP","5607","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ym5*","Henry Lalane","NYY","SP","5608","FA","@SF Wed 8:05PM","0","17%","-2%","0","0","0","0","0","0","0"
"*041s7*","Jimmy Lambert","(N/A)","RP","5609","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03poo*","Peter Lambert","HOU","SP","5610","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qic*","Ryan Lambert","NYM","RP","5611","FA","","0","15%","0%","0","0","0","0","0","0","0"
"*03ry2*","Dinelson Lamet","(N/A)","RP","5613","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06kza*","Justin Lamkin","KC","SP","5614","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*06rpz*","Jackson Lancaster","TB","RP","5616","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hq5*","Andrew Landry","NYY","SP","5619","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*07309*","Bowen Landry","(N/A)","SP","5620","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066jt*","Nathan Landry","(N/A)","SP","5621","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05jrk*","Justin Lange","(N/A)","RP","5624","FA","","0","2%","0%","0","0","0","0","0","0","0"
"*068xx*","Ty Langenberg","MIN","SP","5625","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06nzz*","L.P. Langevin","KC","RP","5626","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06hop*","Colby Langford","HOU","RP","5627","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r22*","Ryan Langford","(N/A)","RP","5628","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ql1*","Miles Langhorne","MIL","RP","5629","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zgd*","Brandon Langley","SD","RP","5630","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06z48*","Garrett Langrell","SF","RP","5631","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*05ubj*","Jake Lankie","(N/A)","SP","5632","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hwu*","Cale Lansville","SF","SP","5633","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06qno*","Ethan Lanthier","NYM","SP","5634","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06aml*","Lisnerkin Lantigua","CIN","RP","5638","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*072by*","Matt Lanzendorfer","LAD","RP","5640","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06rn2*","Tyler LaPorte","ATL","RP","5593","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06roo*","Tommy LaPour","(N/A)","SP","5594","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06tpi*","Bryan Lara","LAD","SP","5643","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06bl2*","Davidxon Lara","LAA","RP","5644","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0403r*","Janser Lara","TEX","RP","5647","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05y5n*","Mac Lardner","(N/A)","SP","5653","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066t8*","Cesar Lares","MIN","SP","5654","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yni*","Conor Larkin","TOR","RP","5656","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06yy0*","Alberto Laroche","SF","SP","5657","FA","NYY Wed 8:05PM","0","1%","0%","0","0","0","0","0","0","0"
"*04yco*","Denny Larrondo","(N/A)","SP","5658","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05y6x*","Kyle Larsen","PIT","RP","5659","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ydm*","Blake Larson","CHW","SP","5661","FA","","0","4%","-1%","0","0","0","0","0","0","0"
"*05y9d*","John Lash","(N/A)","SP","5662","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06oom*","Luke Lashutka","MIA","SP,RP","5663","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051ec*","Adam Laskey","COL","SP,RP","5664","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06r5x*","Rafael Lasorsa","(N/A)","SP","5666","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zaa*","Carson Latimer","CIN","SP,RP","5668","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06l2q*","Anyer Laureano","CIN","RP","5670","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06s3b*","Johnathan Lavallee","CIN","RP","5672","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04awd*","Casey Lawrence","SEA","SP","5676","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06huq*","Colson Lawrence","(N/A)","RP","5677","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zhe*","Carson Laws","MIA","RP","5679","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04pze*","Holden Laws","(N/A)","SP,RP","5680","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06htd*","Justin Lawson","(N/A)","RP","5683","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qpe*","Aidan Layton","ATH","RP","5687","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hhj*","Hudson Leach","HOU","RP","5690","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mi5*","Antawn Leal","(N/A)","RP","5691","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05j8k*","David Leal","(N/A)","RP","5692","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*02yor*","Erick Leal","(N/A)","SP","5693","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04eho*","Aaron Leasher","(N/A)","SP","5696","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05y6y*","Jackson Leath","(N/A)","SP","5697","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uxv*","Jose Ledesma","NYY","RP","5705","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*05y09*","Luis Ledo","(N/A)","RP","5707","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06dtk*","Chansol Lee","(N/A)","SP","5711","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06aky*","Chen-Hsun Lee","SF","SP","5712","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0"
"*06ul3*","David Lee","COL","RP","5713","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ibd*","Eui Lee Lee","(N/A)","SP","5714","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04pyc*","Evan Lee","(N/A)","RP","5715","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hum*","Jeremy Lee","(N/A)","SP","5717","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ifx*","Justin Lee","(N/A)","SP","5718","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hiu*","Zack Lee","DET","SP,RP","5720","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05u1w*","Ben Leeper","(N/A)","RP","5722","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05jqj*","Jack Leftwich","CLE","RP","5724","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06qxf*","Taylor Lehman","(N/A)","RP","5727","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*03dew*","Brandon Leibrandt","CIN","SP","5728","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05y9i*","Zac Leigh","CHC","RP","5729","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*062cd*","Aldo Leija","(N/A)","SP","5730","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qex*","Kenny Leiner","BAL","RP","5731","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06k4w*","Cam Leiter","LAD","SP","5733","FA","","0","15%","-2%","0","0","0","0","0","0","0"
"*05nsn*","Pedro Lemos","SEA","RP","5735","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uxu*","Edgar Leon","LAD","RP","5736","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*060od*","Keiner Leon","(N/A)","RP","5738","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*02n7j*","Dominic Leone","(N/A)","RP","5744","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hiv*","Carlos Lequerica","DET","RP","5747","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05tdl*","Dylan Lesko","TB","RP","5748","FA","","0","21%","-2%","0","0","0","0","0","0","0"
"*06gjw*","Bishop Letson","MIL","SP","5752","FA","","0","26%","-3%","0","0","0","0","0","0","0"
"*051bn*","Adam Leverett","SEA","SP","5755","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mni*","Chris Levonas","(N/A)","SP","5757","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*060hm*","Cory Lewis","MIN","SP,RP","5759","FA","","0","4%","-1%","0","0","0","0","0","0","0"
"*05127*","Jimmy Lewis","(N/A)","SP,RP","5762","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*03dru*","Justin Lewis","(N/A)","SP,RP","5763","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06z7j*","Caleb Leys","DET","SP","5769","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06uxt*","Jecsua Liborius","LAD","RP","5773","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ron*","Karson Ligon","TOR","SP","5778","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mpy*","Christian Lim","(N/A)","SP","5779","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06mek*","Denny Lima","CHW","SP","5780","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05151*","Michael Limoncelli","(N/A)","SP,RP","5781","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06cn1*","Chen-Wei Lin","STL","SP","5782","FA","","0","7%","-1%","0","0","0","0","0","0","0"
"*06rmx*","Po-Chun Lin","SEA","SP","5784","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06op3*","Wei-En Lin","ATH","SP,RP","5786","FA","","0","20%","-2%","0","0","0","0","0","0","0"
"*061wi*","Yu-Min Lin","ARI","SP","5787","FA","","0","10%","-1%","0","0","0","0","0","0","0"
"*06l0n*","Sean Paul Linan","WSH","SP","5788","FA","","0","13%","-2%","0","0","0","0","0","0","0"
"*06fu7*","Janderson Linares","(N/A)","RP","5789","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05iyj*","Valentin Linarez","WSH","RP","5793","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*051if*","Jeff Lindgren","(N/A)","SP,RP","5795","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04egu*","Ethan Lindow","(N/A)","SP","5796","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06eko*","Andrew Lindsey","TB","SP","5797","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06hs8*","Matthew Linskey","(N/A)","RP","5802","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06ek1*","Angel Liranzo","PHI","SP","5808","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04af8*","Jesus Liranzo","(N/A)","RP","5809","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*073u6*","James Litman","(N/A)","SP","5814","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05mlv*","Christian Little","SEA","SP","5815","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06qro*","Jordan Little","CIN","RP","5816","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05a1c*","Chih-Jung Liu","BOS","SP","5817","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06yxi*","Dean Livingston","ARI","SP","5818","FA","","0","3%","-1%","0","0","0","0","0","0","0"
"*05n5o*","Victor Lizarraga","SD","SP","5820","FA","","0","3%","0%","0","0","0","0","0","0","0"
"*04aza*","Mauricio Llovera","(N/A)","RP","5821","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05ynv*","Daniel Lloyd","BAL","RP","5822","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*062yn*","Inmer Lobo","PIT","RP","5826","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06htt*","Ryan Lobus","TEX","RP","5827","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06qte*","Fulton Lockhart","LAA","RP","5829","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05yeu*","Lael Lockhart","DET","SP","5830","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*0518f*","Nick Lockhart","(N/A)","RP","5831","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04q25*","Conner Loeprich","(N/A)","SP,RP","5836","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06h91*","Justin Loer","COL","RP","5837","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*066fm*","Joshua Loeschorn","PIT","RP","5838","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*05r5g*","Carter Loewen","SD","RP","5839","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*067yg*","Bradley Loftin","(N/A)","SP","5840","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06yud*","Sean Loggie","(N/A)","SP","5844","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*04ejq*","Zach Logue","(N/A)","RP","5845","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06zqn*","Camden Lohman","NYM","SP","5846","FA","","0","1%","0%","0","0","0","0","0","0","0"
"*06yez*","Michael Lombardi","KC","SP,RP","5851","FA","","0","5%","-1%","0","0","0","0","0","0","0"
"*05ubm*","Dylan Lonergan","(N/A)","SP","5852","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06fqm*","Justin Long","ATL","RP","5855","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06bxl*","Ryan Long","BAL","SP,RP","5856","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*06qir*","Trevor Long","SEA","RP","5857","FA","","0","0%","0%","0","0","0","0","0","0","0"
"*067x2*","Darcy Longstaff","(N/A)","RP","5859","FA","","0","0%","0%","0","0","0","0","0","0","0"
