,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Inflation Rate: 1.00 for Hitters / 1.00 for Pitchers,,,,,,,,,,,,Set your view options below:,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bidding Team,,,,,,,,,,,,,,,Sort by Original Projected Auction Value,,,,,,,,,,,
,Player Auctioned,,,,,,,,,,,,,,,Show All Positions,,,,,,,,,,,
,Winning Bid $,,,,,,,,,,,,,,,Show Drafted Players,,,,,,,,,,,
,,(0 total players drafted),,,,,,,,,,,,,,Show Stats,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Name,,,,,,Proj $ Value,Inflated Proj $,Site $ Value,Inflated Site $,,,,W,Sv + Hld,K,ERA,WHIP,,,,,,,
Drafted By,Cost,,(Clicking on an undrafted player moves them to the box above),Note,Age,Tm,Main Pos,Other Elig Pos,,,,,Exp Rank,Total WERTH,Pos Adj WERTH,OBP,HR,2B + 3B,R + RBI - HR,SB,,,,,,,
,,,Andy Pages,,25,LAD,OF,,$8,$8,$8,$8,127,-0.9,2.4,.309,24,30,124,10,,,,,,,
,,,Teoscar Hernández,,33,LAD,OF,,$8,$8,$10,$10,108,-0.9,2.4,.323,26,28,128,6,,,,,,,
,,,Taylor Ward,,32,BAL,OF,,$8,$8,$8,$8,137,-1.0,2.3,.331,26,27,126,4,,,,,,,
,,,Luis Castillo,,33,SEA,SP,,$7,$7,$6,$6,129,0.2,2.2,11,0,165,3.82,1.17,,,,,,,
,,,Bryson Stott,,28,PHI,2B,SS,$7,$7,$4,$4,202,-1.4,2.2,.333,13,27,113,23,,,,,,,
,,,Jhoan Duran,,28,PHI,RP,,$7,$7,$7,$7,66,-1.0,2.2,4,32,79,2.86,1.11,,,,,,,
,,,Jung Hoo Lee,,27,SF,OF,,$7,$7,$2,$2,273,-1.1,2.2,.338,9,38,107,9,,,,,,,
,,,George Springer,,36,TOR,OF,,$7,$7,$11,$11,77,-1.1,2.2,.335,23,24,124,13,,,,,,,
,,,Masyn Winn,,23,STL,SS,,$7,$7,$3,$3,250,-1.4,2.2,.313,15,32,122,12,,,,,,,
,,,Miguel Vargas,,26,CHW,3B,1B,$7,$7,$1,$1,274,-2.5,2.1,.324,16,30,110,7,,,,,,,
,,,Gleyber Torres,,29,DET,2B,,$7,$7,$6,$6,199,-1.0,2.1,.344,18,28,127,6,,,,,,,
,,,Abner Uribe,,25,MIL,RP,,$7,$7,$3,$3,245,-1.2,2.0,4,36,86,3.02,1.17,,,,,,,
,,,Ranger Suárez,,30,BOS,SP,,$6,$6,$5,$5,139,0.0,1.9,11,0,150,3.57,1.22,,,,,,,
,,,Bryan Reynolds,,31,PIT,OF,,$6,$6,$5,$5,160,-1.3,1.9,.331,19,30,122,5,,,,,,,
,,,Alec Bohm,,29,PHI,3B,1B,$6,$6,$4,$4,235,-2.8,1.9,.338,15,27,117,3,,,,,,,
,,,Kevin Gausman,,35,TOR,SP,,$6,$6,$6,$6,94,-0.1,1.8,11,0,176,3.92,1.19,,,,,,,
,,,Salvador Perez,,35,KC,C,1B,$6,$6,$4,$4,107,-3.3,1.8,.295,26,28,115,0,,,,,,,
,,,Adley Rutschman,,28,BAL,C,,$6,$6,$1,$1,167,-2.8,1.8,.345,17,27,110,1,,,,,,,
,,,Griffin Jax,,31,TB,RP,,$6,$6,$4,$4,239,-1.5,1.7,4,20,92,2.99,1.06,,,,,,,
,,,Devin Williams,,31,NYM,RP,,$6,$6,$6,$6,110,-1.6,1.6,4,33,85,3.03,1.13,,,,,,,
,,,Alec Burleson,,27,STL,1B,OF,$6,$6,$6,$6,174,-2.8,1.7,.334,19,26,111,6,,,,,,,
,,,Tanner Bibee,,26,CLE,SP,,$6,$6,$4,$4,152,-0.3,1.6,11,0,168,3.88,1.19,,,,,,,
,,,Heliot Ramos,,26,SF,OF,,$5,$5,$6,$6,190,-1.6,1.7,.325,22,27,124,6,,,,,,,
,,,Grant Taylor,,23,CHW,RP,,$5,$5,$3,$3,329,-1.6,1.6,4,23,95,3.22,1.12,,,,,,,
,,,Shane McClanahan,Inj,28,TB,SP,,$5,$5,$4,$4,195,-0.4,1.6,7,0,129,3.35,1.13,,,,,,,
,,,Andrés Muñoz,,27,SEA,RP,,$5,$5,$6,$6,67,-1.6,1.6,3,33,78,2.87,1.12,,,,,,,
,,,David Bednar,,31,NYY,RP,,$5,$5,$6,$6,101,-1.6,1.5,4,33,80,3.22,1.11,,,,,,,
,,,Xavier Edwards,,26,MIA,2B,SS,$5,$5,$4,$4,161,-2.1,1.6,.345,4,27,107,26,,,,,,,
,,,Dansby Swanson,,32,CHC,SS,,$5,$5,$6,$6,149,-2.0,1.5,.313,19,26,122,15,,,,,,,
,,,Brandon Nimmo,,32,TEX,OF,,$5,$5,$6,$6,123,-1.7,1.5,.325,21,26,122,9,,,,,,,
