"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","AB","H","2B+3B","HR","SB","OBP","RP","GP"
"*06uqf*","Jesmaylin Arias","SD","OF","1843","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05yiq*","Leandro Arias","BAL","3B,SS","1845","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06bt5*","Luis Arias","WSH","3B","1847","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072fm*","Randy Arias","(N/A)","SS","1848","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066mw*","Rayner Arias","SF","OF","1849","FA","NYY Wed 8:05PM","0","11%","-1%","0","0","0","0","0","0","0","0"
"*06ibn*","Robert Arias","CLE","OF","1850","FA","","0","6%","-1%","0","0","0","0","0","0","0","0"
"*05gec*","Roderick Arias","NYY","SS","1851","FA","@SF Wed 8:05PM","0","17%","-2%","0","0","0","0","0","0","0","0"
"*072xt*","Rubel Arias","LAD","OF","1852","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05ui6*","Victor Arias","TOR","OF","1853","FA","","0","4%","-1%","0","0","0","0","0","0","0","0"
"*05r5y*","Luis Ariza","(N/A)","SS","1858","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06pgg*","Ariel Armas","CHC","C","1859","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*062zb*","Gustavo Armas","(N/A)","OF","1860","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03yvj*","Lazaro Armenteros","(N/A)","OF","1864","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*073kc*","Tyce Armstrong","(N/A)","1B","1868","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06htr*","Bryce Arnold","CLE","2B,OF","1869","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hwl*","Zach Arnold","PHI","1B,3B","1871","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04o30*","Jeremy Arocho","(N/A)","3B","1872","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*062xz*","Erick Arosemena","(N/A)","OF","1873","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hss*","Pablo Arosemena","CLE","1B","1874","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06zcg*","Anson Aroz","LAD","OF","1875","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06pg6*","Aiva Arquette","MIA","SS","1876","FA","","0","54%","-4%","0","0","0","0","0","0","0","0"
"*05u1v*","Cade Arrambide","(N/A)","C","1877","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06jfj*","Angel Arredondo","TEX","3B","1878","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r7y*","Esmeiquel Arrieche","TOR","C","1879","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06tn4*","Carlos Arroyo","(N/A)","2B","1882","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yjv*","Chris Arroyo","MIA","1B","1883","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*0310e*","Christian Arroyo","NYM","1B","1884","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05rcj*","Edwin Arroyo","CIN","SS","1885","FA","","0","33%","-3%","0","0","0","0","0","0","0","0"
"*06r3e*","Samuel Arroyo","(N/A)","C","1887","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072fb*","Landon Arroyos","HOU","SS","1888","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0518l*","J.T. Arruda","SEA","2B,SS","1889","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05gsf*","Aeverson Arteaga","SF","SS","1890","FA","NYY Wed 8:05PM","0","3%","0%","0","0","0","0","0","0","0","0"
"*06c2i*","Andru Arthur","STL","OF","1891","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06tle*","Johnny Ascanio","CIN","2B,3B","1893","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06akk*","Enderson Asencio","(N/A)","1B","1895","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ic6*","Vladimir Asencio","(N/A)","OF","1896","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*064w9*","Yosander Asencio","(N/A)","OF","1897","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06lfh*","Albertson Asigen","(N/A)","OF","1900","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*071wa*","Wandy Asigen","NYM","SS","1901","FA","","0","38%","-3%","0","0","0","0","0","0","0","0"
"*06c8r*","Paulo Asprilla","STL","C","1903","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qxx*","Christian Astudillo","BAL","C","1905","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070ku*","Jose Astudillo","SF","OF","1906","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*05r9x*","Brett Auerbach","(N/A)","2B,3B","1910","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06raa*","Jose Aular","NYM","1B","1912","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ms6*","RJ Austin","BAL","2B","1917","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06qjv*","Trevor Austin","HOU","2B,3B","1918","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04ycp*","Drew Avans","COL","OF","1920","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05r68*","Carlos Avila","(N/A)","C","1923","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05m6c*","Rivaldo Avila","(N/A)","C","1927","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03c6o*","Luis Aviles","(N/A)","SS","1928","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05y4t*","Jace Avina","NYY","OF","1929","FA","@SF Wed 8:05PM","0","2%","0%","0","0","0","0","0","0","0","0"
"*06iff*","Yelserth Ayala","(N/A)","2B","1932","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rqw*","Junior Aybar","BAL","OF","1933","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*061zp*","Nicandro Aybar","TB","OF","1934","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ool*","Owen Ayers","CHC","C","1937","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06r40*","Karim Ayubi","(N/A)","OF","1939","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06nln*","Enddy Azocar","BOS","OF","1940","FA","","0","7%","-1%","0","0","0","0","0","0","0","0"
"*03yux*","Jose Azocar","ATL","OF","1941","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*0669o*","Tyler Baca","(N/A)","OF","1943","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*051e3*","Mahki Backstrom","(N/A)","1B","1944","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*061rf*","Jesus Baez","STL","3B,SS","1946","FA","","0","13%","-2%","0","0","0","0","0","0","0","0"
"*06c2b*","Juan Baez","MIL","2B,3B","1948","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*060fy*","Luis Baez","HOU","OF","1949","FA","","0","9%","-1%","0","0","0","0","0","0","0","0"
"*06rtm*","Manuel Baez","SEA","C","1951","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06c3t*","Mario Baez","ATL","2B","1952","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06rj7*","Michael Baez","(N/A)","1B","1953","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*065np*","Nate Baez","BOS","C,1B","1955","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06iex*","Myles Bailey","(N/A)","1B","1958","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06mbr*","J.T. Bain","TOR","OF","1960","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05g47*","Darren Baker","CHW","2B,OF","1963","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05uac*","Dru Baker","CHW","OF","1964","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*04069*","Luken Baker","ARI","1B","1965","FA","","0","3%","0%","0","0","0","0","0","0","0","0"
"*06kug*","Tavano Baker","BOS","OF","1966","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05unp*","Leo Balcazar","CIN","2B,SS","1972","FA","","0","5%","-1%","0","0","0","0","0","0","0","0"
"*060w2*","Dayker Baldallo","(N/A)","SS","1973","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*051is*","Bryce Ball","(N/A)","1B","1975","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*073nf*","Ethan Ball","(N/A)","2B","1976","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06uwn*","Brady Ballinger","(N/A)","1B","1978","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*052ia*","Ricardo Balogh","(N/A)","SS","1979","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06fqt*","Scott Bandura","SF","OF","1981","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qvs*","Teo Banks","WSH","OF","1984","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05ajd*","Zion Bannister","(N/A)","OF","1985","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04eiz*","Rylan Bannon","(N/A)","3B,SS","1986","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04eh1*","David Banuelos","MIN","C","1987","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066mj*","Anthony Baptist","(N/A)","OF","1988","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rw5*","Gustavo Baptista","CLE","C","1989","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qe0*","Sebastian Baquera","TEX","C","1990","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rwa*","Aiverson Barazarte","ATH","1B","1993","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0513p*","Colin Barber","(N/A)","OF","1995","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06hhf*","Noah Barber","KC","OF","1996","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qiz*","Francesco Barbieri","(N/A)","OF","1998","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*068xy*","Cristopher Barete","(N/A)","OF","2001","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070ej*","Jack Barker","PHI","OF","2003","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06z3u*","Isaiah Barkett","SF","3B","2005","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*04aze*","Jordy Barley","(N/A)","SS","2006","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qo3*","Sean Barnett","SD","UT,RP","2012","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*022vw*","Tucker Barnhart","(N/A)","C","2013","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06fzm*","Boston Baro","NYM","3B,SS","2015","FA","","0","4%","0%","0","0","0","0","0","0","0","0"
"*06rmd*","Meykel Baro","BAL","SS","2016","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qxd*","Elis Barreat","(N/A)","2B","2022","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*041sn*","Tres Barrera","WSH","C","2024","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06zcw*","Emilio Barreras","MIA","3B","2025","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04dwv*","Jose Barrero","BAL","SS,OF","2026","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*02ni1*","Franklin Barreto","(N/A)","OF","2027","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rtc*","Yulian Barreto","SF","2B","2028","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*066rw*","Alberto Barriga","ARI","C","2032","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rbt*","Gregory Barrios","TB","SS","2034","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05yiw*","Johan Barrios","(N/A)","SS","2035","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rvu*","Jose Barrios","MIN","2B","2036","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06z5y*","Nicolas Barrios","MIL","OF","2038","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05yl9*","Beycker Barroso","(N/A)","C","2039","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06fzo*","Braden Barry","TOR","OF","2040","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06uxn*","Justin Barry","BOS","3B","2041","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04prx*","Cameron Barstad","CLE","C","2042","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06kwv*","Blake Barthol","(N/A)","3B","2043","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05172*","Will Bartlett","(N/A)","1B","2044","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hhb*","Caleb Bartolero","LAA","3B","2045","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060vy*","Edgar Basabe","(N/A)","OF","2049","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04ni5*","Osleivis Basabe","SF","2B,3B,SS","2050","FA","NYY Wed 8:05PM","0","4%","0%","0","0","0","0","0","0","0","0"
"*073nv*","Braston Basker","(N/A)","SS","2052","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hrp*","Jayson Bass","MIN","1B","2054","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072yk*","Kinon Bastian","(N/A)","2B,OF","2056","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rdo*","Abel Bastidas","(N/A)","2B,3B","2057","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06z5o*","Abraham Bastidas","SD","2B","2058","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0603r*","Jesus Bastidas","MIA","3B,SS","2059","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06fpn*","Brett Bateman","CHC","OF","2061","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06afa*","Charlie Bates","(N/A)","SS","2063","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mif*","Andry Batista","TEX","OF","2065","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066qc*","Arfeni Batista","(N/A)","SS","2066","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06c2v*","Carlos Batista","WSH","OF","2067","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ky8*","Domingo Batista","TB","OF","2068","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04yj2*","Freuddy Batista","HOU","C","2071","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r6i*","Guillermo Batista","DET","3B","2073","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066q9*","Reminton Batista","(N/A)","OF","2074","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*052im*","Matthew Batten","(N/A)","1B,3B","2077","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0648w*","Jalen Battles","TB","3B","2079","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04pf7*","Danny Bautista","(N/A)","OF","2090","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066te*","Erick Bautista","(N/A)","OF","2091","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06kuh*","Israfell Bautista","TB","OF","2093","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066ou*","Jeremy Bautista","(N/A)","C","2094","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ps3*","Yorger Bautista","SEA","OF","2097","FA","","0","28%","-3%","0","0","0","0","0","0","0","0"
"*06zcy*","John Bay","NYM","OF","2098","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0512t*","Jamari Baylor","(N/A)","SS","2101","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yt9*","Sterling Bazil","DET","SS","2102","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06c5i*","Kevin Bazzell","WSH","C","2103","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*03qpz*","Matt Beaty","(N/A)","1B","2107","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qjs*","Colton Becker","KC","3B,SS","2116","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06l5d*","Eric Becker","(N/A)","2B","2117","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06utc*","Nick Becker","SEA","SS","2119","FA","","0","17%","-2%","0","0","0","0","0","0","0","0"
"*06uju*","David Beckles","TOR","1B","2120","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0414k*","Seth Beer","(N/A)","1B","2125","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06hu6*","Jarrod Belbin","(N/A)","1B","2129","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06tfz*","Marcos Belen","CLE","OF","2131","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06nu9*","Tyler Bell","(N/A)","SS","2139","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06rhe*","Adrian Bello","MIA","C","2141","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06vy9*","Carlos Bello","NYY","2B","2143","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*0700v*","Rony Bello","WSH","2B","2147","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06cp7*","Gustavo Beltran","(N/A)","SS","2148","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*061qu*","Nolan Beltran","PHI","SS","2151","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06icc*","Eduardo Beltre","MIN","OF","2152","FA","","0","12%","-1%","0","0","0","0","0","0","0","0"
"*05m1d*","Manuel Beltre","TOR","SS","2153","FA","","0","3%","0%","0","0","0","0","0","0","0","0"
"*06rok*","Cade Belyeu","(N/A)","OF","2154","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mpu*","Max Belyeu","COL","OF","2155","FA","","0","7%","-1%","0","0","0","0","0","0","0","0"
"*06rtd*","Carlos Benavides","DET","C,1B","2156","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*067yb*","Cristian Benavides","(N/A)","SS","2157","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05j8t*","Ruben Benavides","(N/A)","C","2158","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066dr*","Justin Bench","(N/A)","2B","2159","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05ykx*","Frederick Bencosme","BAL","2B,SS","2160","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*05ygl*","Colton Bender","(N/A)","C","2161","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06id1*","Derek Bender","(N/A)","1B","2162","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05u32*","Diego Benitez","(N/A)","1B","2165","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*05iyn*","Johan Benitez","(N/A)","SS","2166","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06l3n*","Yoxander Benitez","SF","OF","2170","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*062hw*","Juan Benjamin","CLE","2B,3B","2171","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hnq*","Pierce Bennett","(N/A)","2B","2175","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06meb*","Alexander Benua","ARI","OF","2181","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06jfi*","Alfredo Benzan","ARI","OF","2183","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qv2*","Derek Berg","PIT","C,1B","2185","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04ptc*","Michael Berglund","(N/A)","C","2188","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05w8l*","William Bergolla","CHW","SS","2190","FA","","0","8%","-1%","0","0","0","0","0","0","0","0"
"*051wu*","Victor Bericoto","SF","1B,OF","2191","FA","NYY Wed 8:05PM","0","3%","0%","0","0","0","0","0","0","0","0"
"*05rd2*","Stevie Berman","(N/A)","C","2192","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rcw*","Leonardo Bernal","STL","C","2195","FA","","0","21%","-2%","0","0","0","0","0","0","0","0"
"*0633e*","Derek Bernard","COL","OF","2196","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*03eq5*","Wynton Bernard","(N/A)","OF","2197","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06zg2*","Caleb Berry","(N/A)","C","2201","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05t5m*","Jacob Berry","MIA","2B,3B,OF","2202","FA","","0","11%","-1%","0","0","0","0","0","0","0","0"
"*0519x*","Luke Berryhill","(N/A)","C","2204","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06f16*","Jay Beshears","MIA","1B,3B","2206","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05u9x*","Justin Best","(N/A)","OF","2207","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06v28*","Yelinson Betances","LAA","OF","2210","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0626r*","Bryant Betancourt","COL","C","2211","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06zs7*","Freiker Betencourt","CHC","OF","2215","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*01sci*","Christian Bethancourt","CHC","C","2216","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*064nn*","Nick Biddison","PHI","3B","2222","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05ylo*","Justice Bigbie","DET","OF","2230","FA","","0","4%","-1%","0","0","0","0","0","0","0","0"
"*04ptb*","Jax Biggers","HOU","2B","2231","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070ce*","George Bilecki","SD","OF","2232","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05gs9*","Alex Binelas","PHI","1B","2236","FA","","0","3%","0%","0","0","0","0","0","0","0","0"
"*04yrm*","Braylon Bishop","(N/A)","OF","2243","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04267*","Hunter Bishop","(N/A)","OF","2244","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*05yed*","Eric Bitonti","MIL","1B","2245","FA","","0","20%","-3%","0","0","0","0","0","0","0","0"
"*05y4s*","JoJo Blackmon","(N/A)","OF","2250","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06htz*","Benjamin Blackwell","(N/A)","SS","2251","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06utd*","Alec Blair","(N/A)","OF","2253","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hha*","Andy Blake","(N/A)","3B","2255","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05llu*","Werner Blakely","(N/A)","OF","2256","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06r6p*","Wilmer Blanca","TOR","OF","2257","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05yci*","Tony Blanco Jr.","PIT","1B","2259","FA","","0","15%","-1%","0","0","0","0","0","0","0","0"
"*072ob*","Fabricio Blanco","TB","SS","2260","FA","","0","8%","-1%","0","0","0","0","0","0","0","0"
"*06meg*","Geyber Blanco","(N/A)","2B","2261","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hyq*","Kennew Blanco","TOR","SS","2263","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06qy8*","Pedro Blanco","ARI","1B","2264","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rnu*","Sebastian Blanco","COL","SS","2265","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*03d6u*","Alex Blandino","(N/A)","1B","2267","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03qk2*","Travis Blankenhorn","LAA","OF","2268","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r1g*","Alejandro Blasco","CLE","OF","2269","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05m1c*","Miguel Bleis","BOS","OF","2271","FA","","0","18%","-2%","0","0","0","0","0","0","0","0"
"*05mrr*","Jack Blomgren","TEX","SS","2274","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06c5r*","Caden Bodine","TB","C","2281","FA","","0","15%","-2%","0","0","0","0","0","0","0","0"
"*06qtu*","Bryce Boettcher","HOU","OF","2284","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06dnb*","Mike Boeve","MIL","1B","2285","FA","","0","9%","-1%","0","0","0","0","0","0","0","0"
"*06ms1*","Caden Bogenpohl","(N/A)","OF","2286","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05gx3*","Jace Bohrofen","TOR","OF","2288","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*05tzh*","Branden Boissiere","WSH","1B","2289","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06zg1*","Jake Bold","SD","C","2290","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rhc*","Luis Bolivar","(N/A)","OF","2296","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072vu*","Manuel Bolivar","DET","C","2297","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06ak8*","Mason Bolivar","(N/A)","OF","2298","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mw4*","Moises Bolivar","LAD","3B","2299","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03qkd*","Skye Bolt","(N/A)","OF","2301","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rue*","Peyton Bonds","(N/A)","OF","2305","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hea*","Caleb Bonemer","CHW","3B,SS","2306","FA","","0","52%","-3%","0","0","0","0","0","0","0","0"
"*029v2*","Jorge Bonifacio","(N/A)","OF","2308","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*064r4*","Lisandro Bonifacio","(N/A)","SS","2309","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*062hy*","Enmanuel Bonilla","TOR","OF","2310","FA","","0","8%","-1%","0","0","0","0","0","0","0","0"
"*072fe*","Fabian Bonilla","BOS","OF","2312","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yzj*","Richie Bonomolo","NYY","OF","2315","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*06kts*","Jake Books","(N/A)","OF","2318","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*051e4*","Trevor Boone","(N/A)","OF","2320","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072id*","Eric Booth Jr","(N/A)","OF","2321","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*067xf*","Tim Borden","(N/A)","1B","2322","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05y3b*","Dario Borrero","(N/A)","1B","2324","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yzr*","Coleman Borthwick","(N/A)","3B","2325","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06y7h*","Bobby Boser","ATH","SS","2328","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
