"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","AB","H","2B+3B","HR","SB","OBP","RP","GP"
"*06jfm*","Jemone Nuel","BAL","SS","6961","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0724a*","Angel Nunez Jr.","CIN","OF","6962","FA","","0","7%","-1%","0","0","0","0","0","0","0","0"
"*06ag3*","Abraham Nunez","CHW","OF","6963","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*066s6*","Alejandro Nunez","HOU","2B,3B,SS","6964","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*0603i*","Elijah Nunez","WSH","OF","6970","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rgj*","Irvin Nunez","MIN","C","6972","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rlm*","Lennyn Nunez","(N/A)","OF","6976","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04rzr*","Malcom Nunez","(N/A)","3B","6977","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06qzo*","Pablo Nunez","CIN","OF","6978","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*04xf0*","Rainer Nunez","(N/A)","1B","6980","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06cqq*","Starlyn Nunez","BOS","3B,SS","6981","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06rin*","Vicent Nunez","(N/A)","C","6982","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r6q*","Zeus Nunez","(N/A)","UT","6983","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r20*","James Nunnallee","(N/A)","OF","6984","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05jrm*","Jordan Nwogu","CHC","OF","6985","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*067yo*","Austin Nye","(N/A)","C","6986","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06um4*","Jimmy Obertop","COL","1B","7009","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ajp*","Juan Obispo","WSH","OF","7011","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yw4*","Brady OBrien","SEA","3B","6987","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06aqp*","Connor OBrien","(N/A)","3B","6988","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0664i*","Nathaniel Ochoa Leyva","WSH","OF","7013","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06s4b*","Jhonger Ochoa","DET","2B","7015","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06fto*","Nehomar Ochoa","HOU","OF","7016","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06ekg*","Yoiber Ocopio","SD","C","7018","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06dqq*","Ethan ODonnell","MIA","OF","6990","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*026ly*","Rougned Odor","(N/A)","2B","7020","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*062k7*","Griff OFerrall","BAL","2B,SS","6992","FA","","0","5%","-1%","0","0","0","0","0","0","0","0"
"*0700k*","Jostin Ogando","BOS","1B","7026","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06eyo*","Luis Ogando","(N/A)","3B","7027","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066fv*","Keshawn Ogans","ATL","3B","7028","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06smt*","Ryo Ohta","(N/A)","2B","7034","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r5g*","Michell Ojeda","PIT","2B","7036","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03dg6*","Brian OKeefe","SEA","C","6995","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03ywx*","Chris Okey","(N/A)","C","7037","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04eia*","Jared Oliva","SF","OF","7043","FA","NYY Wed 8:05PM","0","1%","0%","0","0","0","0","0","0","0","0"
"*06437*","Ricardo Olivar","MIN","C,OF","7044","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*04c8q*","Edward Olivares","TB","OF","7045","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06xwb*","Michael Oliveto","DET","C","7050","FA","","0","5%","-1%","0","0","0","0","0","0","0","0"
"*05y49*","Christian Olivo","CHC","3B","7052","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0730x*","Douglas Olivo","DET","OF","7053","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hod*","Johnny Olmstead","MIA","2B,SS","7057","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072yi*","Finnian OLoughlin","(N/A)","OF,SP,RP","6996","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06gj1*","Joe Olsavsky","ATL","1B,3B","7058","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05yl2*","Diego Omana","CIN","C","7065","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05jqb*","Steven Ondina","(N/A)","OF","7068","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yy6*","Conner ONeal","LAD","C","6998","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*051ff*","Matt ONeill","ARI","C","6999","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06zf9*","Andrews Opata","(N/A)","OF","7070","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05jpj*","Casey Opitz","CHC","C","7071","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072yr*","Easton OQuinn","(N/A)","3B","7000","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*064nx*","Dylan ORae","MIL","2B,OF","7001","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06rhn*","Edgardo Ordonez","MIL","C","7074","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ri3*","Jesus Ordonez","(N/A)","C","7075","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qxt*","Erny Orellana","LAD","OF","7077","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rja*","Josnaider Orellana","ATL","C","7078","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06huf*","Brennan Orf","TOR","1B","7079","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04tjk*","Jonathan Ornelas","NYY","SS","7080","FA","@SF Wed 8:05PM","0","1%","0%","0","0","0","0","0","0","0","0"
"*06rw7*","Rafael Oropeza","(N/A)","SS","7081","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066m5*","Maikol Orozco","DET","OF","7082","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0733x*","Diego Orro","DET","OF","7084","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*064nz*","Jorel Ortega","MIN","2B","7085","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rj4*","Juan Ortega","BAL","C","7087","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*022vt*","Rafael Ortega","(N/A)","OF","7089","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06sao*","Raynerd Ortega","LAD","2B","7090","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066pr*","Victor Ortega","MIA","C","7092","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r8h*","Angel Ortiz","ARI","OF","7094","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r77*","Avery Ortiz","(N/A)","2B","7095","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06c2t*","Capri Ortiz","LAA","SS","7096","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05ilo*","DAngelo Ortiz","BOS","1B,3B","7097","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06r41*","David Ortiz","TEX","1B","7098","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06pg4*","Deniel Ortiz","STL","1B,3B","7099","FA","","0","20%","-2%","0","0","0","0","0","0","0","0"
"*066a5*","Devin Ortiz","CHC","3B","7100","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*062z9*","German Ortiz","ATH","1B","7101","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0657v*","Jankel Ortiz","(N/A)","SS","7102","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03sgb*","Jhailyn Ortiz","(N/A)","OF","7104","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06huj*","Jose Ortiz","SF","OF","7105","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mdl*","Nicolas Ortiz","(N/A)","C","7108","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ibz*","Raymel Ortiz","(N/A)","SS","7109","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06k89*","Robin Ortiz","CHC","OF","7110","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mpm*","Juan Ortuno","MIL","2B","7112","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06uxp*","Blaze OSaben","(N/A)","OF","7004","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066s4*","Hector Osorio","TEX","OF","7119","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qh8*","Isaac Osorio","(N/A)","OF","7120","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05ydg*","Javier Osorio","DET","3B","7121","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*061z0*","Oswaldo Osorio","LAD","2B,3B","7123","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*04emh*","Erik Ostberg","(N/A)","C","7125","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06u1h*","Justin Osterhouse","(N/A)","2B","7127","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06umk*","Tomo Otosaka","(N/A)","OF","7131","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*065v1*","Tanner OTremba","(N/A)","OF","7005","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06yan*","Jordan Ouanyou","CIN","1B","7135","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ytv*","Fredderick Ovalle","PIT","2B","7137","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04nh5*","Alexander Ovalles","(N/A)","OF","7138","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06col*","Austin Overn","TB","OF","7140","FA","","0","10%","-1%","0","0","0","0","0","0","0","0"
"*06203*","Eduardo Oviedo","(N/A)","OF","7143","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066ru*","Juan Oviedo","(N/A)","C","7145","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0664e*","Harry Owen","(N/A)","C","7147","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06vxu*","Josh Owens","TEX","SS,SP","7151","FA","","0","15%","-2%","0","0","0","0","0","0","0","0"
"*06gij*","Avery Owusu-Asiedu","ARI","OF","7153","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06zf8*","Jo Oyama","SEA","2B","7155","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qhd*","Darwing Ozuna","ATH","OF","7157","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06rp6*","Juan Pablo Cabrera","STL","C","7159","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rit*","Miguel Pabon","(N/A)","C","7160","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03xlc*","Cristian Pache","NYM","OF","7161","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06r34*","Azaeel Pacheco","ATH","C","7163","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060gh*","Carlos Pacheco","ATH","OF","7165","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*0731a*","Diego Pacheco","CIN","C","7166","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rax*","Izaac Pacheco","DET","3B","7168","FA","","0","4%","-1%","0","0","0","0","0","0","0","0"
"*06r26*","Orlando Pacheco","(N/A)","C","7170","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0630i*","Christopher Paciolla","CHC","3B","7172","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*073ke*","Anthony Pack Jr.","(N/A)","OF","7174","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05yhu*","Spencer Packard","SEA","1B,OF","7175","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r39*","Leider Padilla","LAD","OF","7179","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06k81*","Yairo Padilla","STL","SS","7181","FA","","0","18%","-2%","0","0","0","0","0","0","0","0"
"*03deh*","Kevin Padlo","(N/A)","1B","7182","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06uv8*","Ricardo Paez","MIN","OF","7183","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04q7h*","Ezequiel Pagan","(N/A)","OF","7184","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hn6*","Charlie Pagliarini","SEA","2B","7186","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hpp*","Trey Paige","STL","1B,3B","7187","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060mi*","Owen Paino","(N/A)","SS","7188","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06sap*","Brainerh Palacios","TB","C","7190","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*041ra*","Joshua Palacios","(N/A)","OF","7193","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06kvk*","Nathaniel Palacios","(N/A)","1B","7195","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rjq*","Manuel Palencia","NYY","C","7196","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*05t9c*","Aaron Palensky","(N/A)","OF","7197","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*02hqd*","Daniel Palka","(N/A)","1B","7200","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ubv*","Alberth Palma","TB","SS","7202","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05y3s*","Miguel Palma","NYY","C","7203","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*04ug2*","Ronaiker Palma","(N/A)","C","7205","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05wbq*","Damiano Palmegiani","TOR","1B","7206","FA","","0","3%","0%","0","0","0","0","0","0","0","0"
"*041t7*","Preston Palmeiro","(N/A)","1B","7207","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070bo*","Dylan Palmer","PIT","2B","7208","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04q4g*","Jaylen Palmer","CHC","OF","7209","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0514c*","Stephen Paolini","(N/A)","OF","7218","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03dpc*","Michael Papierski","(N/A)","C","7220","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06l55*","Luis Parababire","ATL","C","7222","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05jrc*","Kevin Parada","NYM","C","7223","FA","","0","12%","-1%","0","0","0","0","0","0","0","0"
"*06rtq*","Angel Paredes","(N/A)","OF","7225","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06tzv*","Cesar Paredes","LAA","SS","7226","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0734d*","Jean Paredes","TB","OF","7227","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rl9*","Javier Pariguan","(N/A)","C","7231","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06fpk*","Eddie Park","CHW","OF","7233","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03mky*","Hoy Park","(N/A)","2B,OF","7234","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rs8*","Ji Hwan Park","(N/A)","2B","7235","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rbq*","Min-Woo Park","(N/A)","2B","7236","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06pg2*","Aaron Parker","TOR","C","7237","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*0517s*","Brandon Parker","(N/A)","OF","7239","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06afk*","Erik Parker","(N/A)","SS","7241","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070ea*","Jacob Parker","(N/A)","OF","7242","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06se6*","JoJo Parker","TOR","SS","7243","FA","","0","56%","-3%","0","0","0","0","0","0","0","0"
"*0426f*","Jeffry Parra","(N/A)","C","7248","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*072oa*","Juan Parra","PHI","SS","7249","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*073uc*","Nico Partida","(N/A)","SS","7254","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06y7g*","Nic Partridge","(N/A)","3B","7255","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qlp*","Duncan Pastore","NYY","2B","7258","FA","@SF Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*056j4*","Jose Pastrano","(N/A)","SS","7259","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rku*","Orlando Patino","CHW","OF","7264","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06imw*","Oswaldo Patino","(N/A)","2B","7265","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*04mmv*","Wilderd Patino","(N/A)","OF","7266","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06qpi*","Andrew Patrick","(N/A)","OF","7267","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ibk*","Anderson Paula","(N/A)","OF","7272","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05un1*","Eddinson Paulino","(N/A)","2B","7277","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06mv6*","Engel Paulino","MIL","OF","7278","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06maq*","Enzo Paulino","(N/A)","1B","7279","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06bj5*","Jose Paulino","(N/A)","OF","7280","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*073sk*","Erik Paulsen","(N/A)","1B","7284","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rmc*","Gerlyn Payano","MIL","OF","7285","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0700x*","Limanol Payero","PIT","OF","7288","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06kkf*","Braylon Payne","MIL","OF","7289","FA","","0","33%","-3%","0","0","0","0","0","0","0","0"
"*05xlb*","Tyler Payne","(N/A)","C","7292","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06af5*","Jack Payton","SF","C","7294","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*031eg*","Mark Payton","(N/A)","OF","7295","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*061v4*","Karell Paz","(N/A)","OF","7296","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0637y*","Richard Paz","(N/A)","C","7298","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05ud5*","Josh Pearson","(N/A)","OF","7300","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060uf*","John Peck","DET","3B,SS","7302","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06c5j*","Cannon Peebles","CLE","C","7303","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r4z*","Ty Peeples","(N/A)","OF","7305","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06c7i*","Tai Peete","STL","OF","7306","FA","","0","22%","-3%","0","0","0","0","0","0","0","0"
"*060x3*","Antony Peguero","(N/A)","OF","7307","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06hnz*","Fernando Peguero","BAL","2B","7309","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mp5*","Jhoan Peguero","BOS","OF","7312","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rjm*","Jonathan Peguero","(N/A)","C","7313","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06beo*","Juanfel Peguero","TB","SS","7314","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05nny*","Odalys Peguero","(N/A)","SS","7315","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06kle*","Rafy Peguero","LAD","OF","7316","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06ek8*","Dameury Pena","MIN","2B","7325","FA","","0","3%","0%","0","0","0","0","0","0","0","0"
"*066ry*","Daniel Pena","MIN","C","7326","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06m0g*","Elian Pena","NYM","SS","7328","FA","","0","45%","-3%","0","0","0","0","0","0","0","0"
"*050k3*","Erick Pena","(N/A)","OF","7331","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06o11*","Ezequiel Pena","CHC","2B","7332","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rn7*","Fernando Pena","SF","1B","7333","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*06u7b*","Isaac Pena","(N/A)","3B","7335","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rkn*","Jefferson Pena","(N/A)","OF","7336","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06jh7*","Joandrew Pena","(N/A)","1B","7338","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rmb*","Jose Pena","BAL","SS","7487","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06j3f*","Luis Pena","MIL","2B,SS","7339","FA","","0","61%","-3%","0","0","0","0","0","0","0","0"
"*05rbd*","Manuel Pena","ARI","1B","7340","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*066oo*","Ricardo Pena","MIN","C","7341","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*02n7o*","Ronald Pena","(N/A)","OF,SP,RP","7342","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rrs*","Sebastian Pena","SD","OF","7343","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*052ib*","Viandel Pena","WSH","2B","7344","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06r7w*","Yahir Pena","BOS","C","7346","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*060yx*","Yordalin Pena","STL","OF","7347","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rsi*","Striker Pence","(N/A)","3B","7350","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05rg6*","Caleb Pendleton","LAA","1B","7351","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066ah*","Ty Penner","(N/A)","1B","7353","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06qie*","Jack Penney","DET","2B,SS","7354","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06qk4*","Garrett Pennington","DET","1B,OF","7355","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*070de*","Blake Penso","COL","C","7358","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06583*","Nick Peoples","WSH","OF","7361","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06jfb*","Dexters Peralta","NYY","SS","7366","FA","@SF Wed 8:05PM","0","1%","0%","0","0","0","0","0","0","0","0"
"*062d0*","Fabio Peralta","(N/A)","1B","7367","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05rhr*","Ramon Peralta","(N/A)","SS","7369","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*02y27*","Jose Peraza","(N/A)","2B","7372","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06f07*","Jhonny Perdomo","(N/A)","2B","7377","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*067z8*","Jose Perdomo","ATL","SS","7378","FA","","0","17%","-2%","0","0","0","0","0","0","0","0"
"*072qy*","Jose Perdomo","ATH","C","7379","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rl7*","Alejandro Pereira","ATH","C","7380","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06cew*","Sandro Pereira","HOU","2B","7382","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*061yv*","Yordis Perera","(N/A)","3B","7384","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*050ya*","Robert Perez Jr.","(N/A)","OF","7385","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06aw7*","Andy Perez","COL","SS","7389","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*06ful*","Angel Perez","PIT","1B","7390","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*01suw*","Carlos Perez","HOU","C","7395","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*03mkv*","Carlos Perez","(N/A)","C,1B","7396","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05jq5*","Carlos Perez","(N/A)","C","7397","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*066m2*","Cristian Perez","DET","OF","7399","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06dmo*","Daniel Perez","(N/A)","1B","7400","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*059zr*","Dayro Perez","(N/A)","SS","7402","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06iej*","Edgleen Perez","PIT","C","7406","FA","","0","2%","0%","0","0","0","0","0","0","0","0"
"*06aku*","Eduardo Perez","HOU","UT","7407","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rqq*","Elias Perez","SEA","OF","7408","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06if1*","Enyervert Perez","ARI","1B,3B","7409","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0723a*","Francisco Perez","TEX","C","7413","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*05g3l*","Hedbert Perez","TOR","OF","7415","FA","","0","5%","-1%","0","0","0","0","0","0","0","0"
"*021wf*","Hernan Perez","(N/A)","2B,3B","7416","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06uj6*","Jean Perez","(N/A)","2B","7418","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*061mj*","Jeral Perez","CHW","2B,SS","7419","FA","","0","12%","-1%","0","0","0","0","0","0","0","0"
"*05r5t*","Jose Perez","TB","3B,OF","7422","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06rvv*","Joyner Perez","MIN","OF","7424","FA","","0","1%","0%","0","0","0","0","0","0","0","0"
"*05ygk*","Juan Perez","SF","C","7425","FA","NYY Wed 8:05PM","0","0%","0%","0","0","0","0","0","0","0","0"
"*05yhz*","Luis Perez","(N/A)","OF","7427","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*02btc*","Michael Perez","(N/A)","C","7431","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*068yx*","Miguel Perez","(N/A)","OF","7433","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*06mhv*","Miguel Perez","(N/A)","OF","7434","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
"*0503r*","Milkar Perez","(N/A)","1B","7435","FA","","0","0%","0%","0","0","0","0","0","0","0","0"
