,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Inflation Rate: 1.00 for Hitters / 1.00 for Pitchers,,,,,,,,,,,,Set your view options below:,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bidding Team,,,,,,,,,,,,,,,Sort by Original Projected Auction Value,,,,,,,,,,,
,Player Auctioned,,,,,,,,,,,,,,,Show All Positions,,,,,,,,,,,
,Winning Bid $,,,,,,,,,,,,,,,Show Drafted Players,,,,,,,,,,,
,,(0 total players drafted),,,,,,,,,,,,,,Show Stats,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Name,,,,,,Proj $ Value,Inflated Proj $,Site $ Value,Inflated Site $,,,,W,Sv + Hld,K,ERA,WHIP,,,,,,,
Drafted By,Cost,,(Clicking on an undrafted player moves them to the box above),Note,Age,Tm,Main Pos,Other Elig Pos,,,,,Exp Rank,Total WERTH,Pos Adj WERTH,OBP,HR,2B + 3B,R + RBI - HR,SB,,,,,,,
,,,Iván Herrera,,25,STL,C,,$4,$4,$3,$3,155,-2.8,1.3,.365,17,22,104,9,,,,,,,
,,,Matthew Boyd,,35,CHC,SP,,$4,$4,$3,$3,187,-0.3,1.8,10,0,140,3.89,1.19,,,,,,,
,,,Bryan Abreu,,28,HOU,RP,,$4,$4,$2,$2,277,-0.9,1.8,4,25,92,3.17,1.18,,,,,,,
,,,Nolan Schanuel,,24,LAA,1B,,$4,$4,$1,$1,265,-2.6,1.2,.353,15,24,109,6,,,,,,,
,,,Spencer Strider,,27,ATL,SP,,$3,$3,$5,$5,98,-0.4,1.6,9,0,170,3.94,1.20,,,,,,,
,,,Spencer Schwellenbach,Inj,25,ATL,SP,,$3,$3,$2,$2,305,-0.4,1.6,7,0,103,3.37,1.10,,,,,,,
,,,Shota Imanaga,,32,CHC,SP,,$3,$3,$3,$3,151,-0.5,1.6,10,0,137,4.07,1.15,,,,,,,
,,,Jeremiah Estrada,,27,SD,RP,,$3,$3,$1,$1,387,-1.1,1.6,4,21,98,3.40,1.14,,,,,,,
,,,Garrett Whitlock,,29,BOS,RP,,$3,$3,$1,$1,429,-1.2,1.5,4,22,79,3.25,1.15,,,,,,,
,,,Michael King,,30,SD,SP,,$3,$3,$4,$4,122,-0.6,1.5,9,0,147,3.79,1.22,,,,,,,
,,,Garrett Cleavinger,,31,TB,RP,,$3,$3,$1,$1,407,-1.3,1.4,3,26,83,3.40,1.13,,,,,,,
,,,Jack Flaherty,,30,DET,SP,,$3,$3,$3,$3,179,-0.7,1.4,10,0,172,4.01,1.23,,,,,,,
,,,Konnor Griffin,,19,PIT,SS,,$3,$3,,,243,-2.4,1.0,.311,13,23,119,25,,,,,,,
,,,Jacob Wilson,,23,ATH,SS,,$3,$3,$6,$6,143,-2.4,1.0,.340,12,29,114,6,,,,,,,
