"BP ID","Name","Position(s)","Team","$$$","%","PA","AB","HR","SB","OBP","Runs Prod.","2B + 3B","IP","W","SO","ERA","WHIP","SV+HLD"
"147755","Clayton Beeter","[""rp"",""p""]","WAS","-1.77","50","0","0","0","0","0","0","0","56.3","3","71","3.93","1.33","24"
"133479","Ceddanne Rafaela","[""2b"",""mi"",""of"",""u""]","BOS","-1.79","50","506","479","14","18","0.292","99","27","0","0","0","0","0","0"
"106195","Cristian Javier","[""sp"",""p""]","HOU","-1.79","50","0","0","0","0","0","0","0","134.7","8","128","4.54","1.33","0"
"122878","Hogan Harris","[""rp"",""p""]","SAC","-1.8","50","0","0","0","0","0","0","0","61.3","3","58","4.4","1.34","30"
"59586","Nolan Arenado","[""3b"",""ci"",""u""]","AZ","-1.83","50","537","495","16","3","0.314","112","24","0","0","0","0","0","0"
"129854","Mason Montgomery","[""rp"",""p""]","PIT","-1.86","50","0","0","0","0","0","0","0","54.7","3","69","4.03","1.29","20"
"110182","Royce Lewis","[""3b"",""ci"",""u""]","MIN","-1.87","50","522","485","17","7","0.304","104","25","0","0","0","0","0","0"
"99821","Steven Matz","[""rp"",""p""]","TB","-1.97","50","0","0","0","0","0","0","0","100.7","5","76","4.38","1.29","3"
"104899","Tanner Scott","[""rp"",""p""]","LAD","-2.07","50","0","0","0","0","0","0","0","53.3","4","55","3.73","1.23","14"
"134746","Grayson Rodriguez","[""sp"",""p""]","LAA","-2.08","50","0","0","0","0","0","0","0","115.7","5","121","4.04","1.26","0"
"109051","JoJo Romero","[""rp"",""p""]","STL","-2.14","50","0","0","0","0","0","0","0","63.3","3","61","4.14","1.33","26"
"104205","Willi Castro","[""2b"",""3b"",""mi"",""ci"",""of"",""u""]","COL","-2.18","50","514","463","13","13","0.326","95","26","0","0","0","0","0","0"
"66174","Yimi García","[""rp"",""p""]","TOR","-2.19","50","0","0","0","0","0","0","0","44","3","48","3.79","1.21","21"
"114818","Sean Burke","[""sp"",""rp"",""p""]","CHW","-2.2","50","0","0","0","0","0","0","0","145.7","7","144","4.58","1.34","0"
"139109","Jared Triolo","[""ss"",""3b"",""1b"",""mi"",""ci"",""u""]","PIT","-2.21","50","559","498","11","10","0.32","104","27","0","0","0","0","0","0"
"100568","José Alvarado","[""rp"",""p""]","PHI","-2.25","50","0","0","0","0","0","0","0","51.7","3","51","3.79","1.27","23"
"100261","Lucas Giolito","[""sp"",""p""]","","-2.26","50","0","0","0","0","0","0","0","133.3","8","115","4.38","1.32","0"
"104869","Ryan O'Hearn","[""1b"",""ci"",""of"",""u""]","PIT","-2.3","50","553","499","14","3","0.325","108","27","0","0","0","0","0","0"
"106864","Tony Santillan","[""rp"",""p""]","CIN","-2.32","50","0","0","0","0","0","0","0","57.3","3","60","4.48","1.31","24"
"143908","Justin Slaten","[""rp"",""p""]","BOS","-2.34","50","0","0","0","0","0","0","0","53.3","3","50","3.81","1.25","21"
"102757","Cole Sulser","[""rp"",""p""]","TB","-2.36","50","0","0","0","0","0","0","0","61.3","3","55","3.66","1.19","10"
"151666","Logan Henderson","[""sp"",""p""]","MIL","-2.41","50","0","0","0","0","0","0","0","87.3","5","88","3.67","1.16","0"
"144657","Louis Varland","[""rp"",""p""]","TOR","-2.42","50","0","0","0","0","0","0","0","55","3","57","4.23","1.28","22"
"59541","Andrew Kittredge","[""rp"",""p""]","BAL","-2.46","50","0","0","0","0","0","0","0","44.3","3","42","3.62","1.19","20"
"108893","Kevin Ginkel","[""rp"",""p""]","AZ","-2.5","50","0","0","0","0","0","0","0","50.3","3","53","4.33","1.32","27"
"108612","Will Smith","[""c"",""u""]","LAD","-2.54","50","431","374","15","2","0.345","93","18","0","0","0","0","0","0"
"109808","Calvin Faucher","[""rp"",""p""]","MIA","-2.54","50","0","0","0","0","0","0","0","56","3","54","3.99","1.3","24"
"103721","Sean Manaea","[""sp"",""p""]","NYM","-2.58","50","0","0","0","0","0","0","0","80.3","5","81","3.55","1.16","2"
"114244","Matt Brash","[""rp"",""p""]","SEA","-2.66","50","0","0","0","0","0","0","0","43.7","3","49","3.74","1.26","21"
"109127","Anthony Kay","[""p""]","CHW","-2.68","50","0","0","0","0","0","0","0","142.3","7","136","4.51","1.35","0"
"111200","Hunter Greene","[""sp"",""p""]","CIN","-2.69","50","0","0","0","0","0","0","0","72.7","4","83","3.25","1.1","0"
"109122","Brandon Marsh","[""of"",""u""]","PHI","-2.69","50","462","418","13","11","0.325","91","24","0","0","0","0","0","0"
"70768","Michael Kelly","[""rp"",""p""]","SAC","-2.74","50","0","0","0","0","0","0","0","61.3","3","53","4.66","1.36","30"
"107732","Camilo Doval","[""rp"",""p""]","NYY","-2.76","50","0","0","0","0","0","0","0","49.7","3","57","4.3","1.38","27"
"104928","Ryan Thompson","[""rp"",""p""]","AZ","-2.8","50","0","0","0","0","0","0","0","50.3","3","44","4.05","1.3","26"
"136375","Spencer Schwellenbach","[""sp"",""p""]","ATL","-2.82","50","0","0","0","0","0","0","0","81.3","6","77","3.62","1.18","0"
"100349","Miguel Andujar","[""3b"",""ci"",""of"",""u""]","SD","-2.83","50","540","505","15","2","0.309","106","26","0","0","0","0","0","0"
"55769","Fernando Cruz","[""rp"",""p""]","NYY","-2.85","50","0","0","0","0","0","0","0","49.7","3","68","3.72","1.22","8"
"141131","Cole Winn","[""rp"",""p""]","TEX","-2.91","50","0","0","0","0","0","0","0","57.3","3","51","4.33","1.33","26"
"101287","Huascar Brazobán","[""rp"",""p""]","NYM","-2.96","50","0","0","0","0","0","0","0","52.7","3","48","4.07","1.3","23"
"102428","Kyle Finnegan","[""rp"",""p""]","DET","-3","50","0","0","0","0","0","0","0","54","3","49","4.14","1.31","23"
"104739","Brock Burke","[""rp"",""p""]","CIN","-3","50","0","0","0","0","0","0","0","57.3","3","51","4.28","1.29","20"
"106040","Luis Gil","[""sp"",""p""]","NYY","-3.01","50","0","0","0","0","0","0","0","120","7","120","4.36","1.33","0"
"110402","Gabriel Moreno","[""c"",""u""]","AZ","-3.07","50","448","404","10","4","0.331","89","22","0","0","0","0","0","0"
"146369","Orion Kerkering","[""rp"",""p""]","PHI","-3.07","50","0","0","0","0","0","0","0","51.7","3","52","4.04","1.27","18"
"101993","Hunter Harvey","[""rp"",""p""]","CHC","-3.08","50","0","0","0","0","0","0","0","44.7","3","45","4","1.23","20"
"108561","John Schreiber","[""rp"",""p""]","KC","-3.12","50","0","0","0","0","0","0","0","50.3","3","45","4.16","1.27","22"
"143422","Craig Yoho","[""rp"",""p""]","MIL","-3.13","50","0","0","0","0","0","0","0","51","3","60","3.67","1.23","9"
"109526","José Buttó","[""rp"",""p""]","SF","-3.14","50","0","0","0","0","0","0","0","54","3","51","4.22","1.34","23"
"107636","Aaron Civale","[""sp"",""rp"",""p""]","SAC","-3.14","50","0","0","0","0","0","0","0","107.3","6","91","4.34","1.25","2"
"71017","Jakob Junis","[""rp"",""p""]","TEX","-3.16","50","0","0","0","0","0","0","0","57.3","3","47","3.74","1.17","9"
"60922","Caleb Thielbar","[""rp"",""p""]","CHC","-3.2","50","0","0","0","0","0","0","0","50.3","3","51","3.65","1.17","8"
"108828","Anthony Bender","[""rp"",""p""]","MIA","-3.25","50","0","0","0","0","0","0","0","56","3","49","4.25","1.32","24"
"128501","Shane McClanahan","[""p""]","TB","-3.26","50","0","0","0","0","0","0","0","103","6","105","4.17","1.28","0"
"110995","Daulton Varsho","[""of"",""u""]","TOR","-3.31","50","530","487","22","6","0.285","103","24","0","0","0","0","0","0"
"102190","Justin Topa","[""rp"",""p""]","MIN","-3.35","50","0","0","0","0","0","0","0","62.7","3","48","4.53","1.35","26"
"104805","Grant Holmes","[""sp"",""p""]","ATL","-3.36","50","0","0","0","0","0","0","0","94.3","6","100","4","1.27","0"
"119979","Jose A. Ferrer","[""rp"",""p""]","SEA","-3.41","50","0","0","0","0","0","0","0","54.7","3","48","4.17","1.31","19"
"107792","Matt Festa","[""rp"",""p""]","CLE","-3.44","50","0","0","0","0","0","0","0","48.7","3","49","3.62","1.18","8"
"110551","Wenceel Pérez","[""of"",""u""]","DET","-3.47","50","483","444","11","12","0.303","87","28","0","0","0","0","0","0"
"100324","Brent Suter","[""rp"",""p""]","LAA","-3.51","50","0","0","0","0","0","0","0","61","3","47","3.89","1.23","10"
"70406","Trevor Story","[""ss"",""mi"",""u""]","BOS","-3.55","50","521","486","16","17","0.287","98","25","0","0","0","0","0","0"
"105735","Trent Grisham","[""of"",""u""]","NYY","-3.55","50","520","451","19","3","0.321","102","21","0","0","0","0","0","0"
"111177","Joey Cantillo","[""sp"",""rp"",""p""]","CLE","-3.56","50","0","0","0","0","0","0","0","98.3","5","103","4.04","1.29","5"
"119949","Ryan Fernandez","[""rp"",""p""]","STL","-3.58","50","0","0","0","0","0","0","0","63.3","3","76","4.06","1.32","10"
"109128","Braxton Garrett","[""sp"",""p""]","MIA","-3.6","50","0","0","0","0","0","0","0","106.3","5","100","4.13","1.25","0"
"69545","Adrian Houser","[""sp"",""p""]","SF","-3.63","50","0","0","0","0","0","0","0","133.3","8","101","4.46","1.34","0"
"103426","Mark Leiter Jr.","[""rp"",""p""]","SAC","-3.64","50","0","0","0","0","0","0","0","61.3","3","69","4.21","1.28","9"
"123271","Cole Henry","[""rp"",""p""]","WAS","-3.66","50","0","0","0","0","0","0","0","56.3","3","56","5.04","1.38","26"
"130940","Connor Norby","[""3b"",""ci"",""u""]","MIA","-3.67","50","519","477","15","10","0.29","95","26","0","0","0","0","0","0"
"103808","Jordan Romano","[""rp"",""p""]","LAA","-3.71","50","0","0","0","0","0","0","0","49","2","50","4.41","1.28","22"
"130608","Andrew Nardi","[""rp"",""p""]","MIA","-3.72","50","0","0","0","0","0","0","0","49.7","3","57","3.79","1.23","8"
"157722","Jackson Holliday","[""2b"",""mi"",""u""]","BAL","-3.72","50","481","430","14","11","0.334","93","23","0","0","0","0","0","0"
"140142","Victor Vodnik","[""rp"",""p""]","COL","-3.72","50","0","0","0","0","0","0","0","57.3","3","56","4.65","1.44","30"
"57235","David Robertson","[""rp"",""p""]","","-3.74","50","0","0","0","0","0","0","0","35.7","7","37","4.04","1.29","5"
"151438","Michael McGreevy","[""sp"",""p""]","STL","-3.75","50","0","0","0","0","0","0","0","121.3","6","91","4.21","1.28","0"
"70293","Shawn Armstrong","[""rp"",""p""]","CLE","-3.77","50","0","0","0","0","0","0","0","48.7","3","43","3.71","1.17","8"
"145971","Robert Gasser","[""p""]","MIL","-3.77","50","0","0","0","0","0","0","0","90","5","83","4.15","1.24","6"
"141257","Simeon Woods Richardson","[""sp"",""p""]","MIN","-3.77","50","0","0","0","0","0","0","0","111","6","99","4.16","1.29","0"
"141739","Nick Mears","[""rp"",""p""]","KC","-3.8","50","0","0","0","0","0","0","0","50.3","3","46","4.22","1.29","18"
"112867","Addison Barger","[""3b"",""ci"",""of"",""u""]","TOR","-3.83","50","479","438","17","4","0.301","95","26","0","0","0","0","0","0"
"100294","Dietrich Enns","[""rp"",""p""]","BAL","-3.85","50","0","0","0","0","0","0","0","55.3","3","49","3.89","1.23","9"
"148629","Bryce Elder","[""sp"",""p""]","ATL","-3.85","50","0","0","0","0","0","0","0","136","8","115","4.54","1.36","0"
"99839","Pierce Johnson","[""rp"",""p""]","CIN","-3.97","50","0","0","0","0","0","0","0","57.3","3","59","4.04","1.27","9"
"124258","Brant Hurter","[""rp"",""p""]","DET","-4","50","0","0","0","0","0","0","0","54","3","51","3.97","1.24","9"
"147867","Jordan Walker","[""of"",""u""]","STL","-4.01","50","567","517","18","6","0.287","98","26","0","0","0","0","0","0"
"105791","Jake Cronenworth","[""2b"",""mi"",""u""]","SD","-4.03","50","549","475","14","2","0.33","104","25","0","0","0","0","0","0"
"103842","Tanner Banks","[""rp"",""p""]","PHI","-4.05","50","0","0","0","0","0","0","0","51.7","3","43","3.78","1.2","8"
"103494","Tyler Rogers","[""rp"",""p""]","TOR","-4.05","50","0","0","0","0","0","0","0","55","3","32","3.68","1.19","9"
"101639","Keegan Thompson","[""rp"",""p""]","COL","-4.1","50","0","0","0","0","0","0","0","58.3","3","61","4.05","1.25","5"
"67084","J.T. Realmuto","[""c"",""u""]","PHI","-4.14","50","446","411","15","5","0.308","91","20","0","0","0","0","0","0"
"112001","Grant Anderson","[""rp"",""p""]","MIL","-4.21","50","0","0","0","0","0","0","0","57.3","3","61","4.18","1.28","9"
"137496","Bennett Sousa","[""rp"",""p""]","HOU","-4.21","50","0","0","0","0","0","0","0","47","3","52","3.75","1.22","8"
"69856","Colin Rea","[""sp"",""rp"",""p""]","CHC","-4.21","50","0","0","0","0","0","0","0","98","6","77","4.42","1.28","5"
"102652","Tyler Mahle","[""sp"",""p""]","SF","-4.23","50","0","0","0","0","0","0","0","103","6","86","4.13","1.29","0"
"143812","Isaac Collins","[""of"",""u""]","KC","-4.26","50","472","414","9","14","0.32","83","25","0","0","0","0","0","0"
"137992","Kade Strowd","[""rp"",""p""]","AZ","-4.27","50","0","0","0","0","0","0","0","50.3","3","51","4.46","1.38","22"
"102634","Tyler Kinley","[""rp"",""p""]","ATL","-4.28","50","0","0","0","0","0","0","0","54.3","3","56","3.99","1.26","8"
"104914","Justin Steele","[""p""]","CHC","-4.3","50","0","0","0","0","0","0","0","81","5","71","3.7","1.2","0"
"107838","Rico Garcia","[""rp"",""p""]","BAL","-4.33","50","0","0","0","0","0","0","0","55.3","3","56","4.14","1.25","8"
"109324","Elvis Alvarado","[""rp"",""p""]","SAC","-4.33","50","0","0","0","0","0","0","0","61.3","3","66","4.31","1.32","9"
"68691","Ryne Stanek","[""rp"",""p""]","STL","-4.36","50","0","0","0","0","0","0","0","50.7","2","50","4.11","1.3","18"
"108753","Greg Weissert","[""rp"",""p""]","BOS","-4.41","50","0","0","0","0","0","0","0","53.3","3","47","3.98","1.25","8"
"70822","Clay Holmes","[""sp"",""p""]","NYM","-4.41","50","0","0","0","0","0","0","0","137.3","8","119","4.54","1.39","0"
"109104","Tyler Wells","[""p""]","BAL","-4.45","50","0","0","0","0","0","0","0","76.7","4","65","3.98","1.18","6"
"128329","Yuki Matsui","[""rp"",""p""]","SD","-4.47","50","0","0","0","0","0","0","0","54.3","3","59","4.17","1.28","8"
"108235","A.J. Minter","[""rp"",""p""]","NYM","-4.47","50","0","0","0","0","0","0","0","41","3","45","3.51","1.19","7"
"148648","Evan Carter","[""of"",""u""]","TEX","-4.48","50","446","394","11","17","0.317","81","22","0","0","0","0","0","0"
"112434","Aaron Ashby","[""rp"",""p""]","MIL","-4.48","50","0","0","0","0","0","0","0","64","4","66","4.21","1.4","10"
"143104","Brandon Eisert","[""rp"",""p""]","CHW","-4.52","50","0","0","0","0","0","0","0","56.3","3","61","4.23","1.29","8"
"141595","Ryan Zeferjahn","[""rp"",""p""]","LAA","-4.52","50","0","0","0","0","0","0","0","55","3","64","4.22","1.31","8"
"135525","Jackson Rutledge","[""rp"",""p""]","WAS","-4.54","50","0","0","0","0","0","0","0","56.3","3","52","5","1.39","23"
"144443","Joey Ortiz","[""ss"",""mi"",""u""]","MIL","-4.56","50","515","474","13","9","0.305","100","26","0","0","0","0","0","0"
"106960","Tyler Stephenson","[""c"",""u""]","CIN","-4.61","50","476","428","15","0","0.306","89","23","0","0","0","0","0","0"
"150097","Spencer Bivens","[""rp"",""p""]","SF","-4.7","50","0","0","0","0","0","0","0","54","3","38","4.42","1.33","19"
"129333","Max Meyer","[""sp"",""p""]","MIA","-4.71","50","0","0","0","0","0","0","0","107.3","6","103","4.46","1.32","0"
"114867","Mike Burrows","[""sp"",""p""]","HOU","-4.73","50","0","0","0","0","0","0","0","93","5","93","4.27","1.27","0"
"130939","Lars Nootbaar","[""of"",""u""]","STL","-4.76","50","505","444","15","4","0.328","91","23","0","0","0","0","0","0"
"135582","Erik Sabrowski","[""rp"",""p""]","CLE","-4.82","50","0","0","0","0","0","0","0","48.7","3","65","4","1.34","8"
"109602","Ernie Clement","[""ss"",""2b"",""3b"",""mi"",""ci"",""u""]","TOR","-4.82","50","573","540","11","8","0.302","109","26","0","0","0","0","0","0"
"123585","Tim Herrin","[""rp"",""p""]","CLE","-4.84","50","0","0","0","0","0","0","0","60.7","3","66","4.26","1.34","9"
"133260","Quinn Priester","[""sp"",""rp"",""p""]","MIL","-4.87","50","0","0","0","0","0","0","0","122.3","7","105","4.56","1.36","0"
"110358","Jake Meyers","[""of"",""u""]","HOU","-4.9","50","497","454","12","11","0.312","95","22","0","0","0","0","0","0"
"110167","Jacob Latz","[""sp"",""rp"",""p""]","TEX","-4.91","50","0","0","0","0","0","0","0","93.3","5","99","4.05","1.32","3"
"146772","David Morgan","[""rp"",""p""]","SD","-4.91","50","0","0","0","0","0","0","0","54.3","3","56","4.18","1.3","8"
"108619","José Soriano","[""sp"",""p""]","LAA","-4.94","50","0","0","0","0","0","0","0","160.3","8","158","4.63","1.45","0"
"109005","Johan Oviedo","[""sp"",""p""]","BOS","-4.95","50","0","0","0","0","0","0","0","91.3","5","94","4.13","1.3","3"
"106121","Ke'Bryan Hayes","[""3b"",""ci"",""u""]","CIN","-4.97","50","539","501","14","7","0.304","101","23","0","0","0","0","0","0"
"161814","JJ Wetherholt","[""u""]","STL","-5.01","50","525","470","10","14","0.319","90","25","0","0","0","0","0","0"
"68804","Blake Treinen","[""rp"",""p""]","LAD","-5.02","50","0","0","0","0","0","0","0","41.7","3","43","3.98","1.23","7"
"151694","Will Warren","[""sp"",""p""]","NYY","-5.1","50","0","0","0","0","0","0","0","97","6","97","4.41","1.32","0"
"114108","Jonathan Bowlan","[""rp"",""p""]","PHI","-5.14","50","0","0","0","0","0","0","0","45.7","3","45","4.01","1.25","7"
"107438","Lake Bachar","[""rp"",""p""]","MIA","-5.16","50","0","0","0","0","0","0","0","49.7","3","50","4.08","1.27","6"
"115693","Ben Casparius","[""rp"",""p""]","LAD","-5.17","50","0","0","0","0","0","0","0","48","3","43","3.96","1.22","5"
"56753","Max Scherzer","[""sp"",""p""]","TOR","-5.17","50","0","0","0","0","0","0","0","81","5","75","4.34","1.22","0"
"111134","Nate Pearson","[""rp"",""p""]","HOU","-5.18","50","0","0","0","0","0","0","0","53","3","53","4.4","1.31","8"
"103038","Jonathan Loáisiga","[""rp"",""p""]","AZ","-5.18","50","0","0","0","0","0","0","0","39.3","2","35","4.11","1.27","18"
"108282","Tommy Nance","[""rp"",""p""]","TOR","-5.18","50","0","0","0","0","0","0","0","49.3","3","45","4.05","1.27","8"
"151347","Colson Montgomery","[""ss"",""mi"",""u""]","CHW","-5.19","50","586","532","20","5","0.289","106","25","0","0","0","0","0","0"
"151300","Caleb Durbin","[""3b"",""ci"",""u""]","BOS","-5.19","50","424","383","8","16","0.33","82","22","0","0","0","0","0","0"
"104945","Jacob Webb","[""rp"",""p""]","CHC","-5.21","50","0","0","0","0","0","0","0","44.7","3","40","3.97","1.23","7"
"137201","Josh Smith","[""ss"",""3b"",""1b"",""mi"",""ci"",""u""]","TEX","-5.22","50","545","478","12","8","0.324","99","23","0","0","0","0","0","0"
"151228","Gordon Graceffo","[""rp"",""p""]","STL","-5.25","50","0","0","0","0","0","0","0","70","3","56","4.52","1.33","8"
"117444","Luis Curvelo","[""rp"",""p""]","TEX","-5.31","50","0","0","0","0","0","0","0","57.3","3","51","4.35","1.29","8"
"120724","Kody Funderburk","[""rp"",""p""]","MIN","-5.31","50","0","0","0","0","0","0","0","62.7","3","59","4.34","1.35","9"
"123682","Jaden Hill","[""rp"",""p""]","COL","-5.36","50","0","0","0","0","0","0","0","50.7","2","52","4.09","1.27","8"
"148631","Ian Seymour","[""sp"",""rp"",""p""]","TB","-5.39","50","0","0","0","0","0","0","0","64.7","4","63","3.53","1.14","0"
"137014","Evan Sisk","[""rp"",""p""]","PIT","-5.41","50","0","0","0","0","0","0","0","48.7","3","50","4.08","1.32","8"
"109838","Tyler Freeman","[""of"",""u""]","COL","-5.44","50","424","386","9","19","0.34","79","19","0","0","0","0","0","0"
"105831","Enyel De Los Santos","[""rp"",""p""]","HOU","-5.44","50","0","0","0","0","0","0","0","59","3","60","4.73","1.34","8"
"126464","Casey Legumina","[""rp"",""p""]","SEA","-5.46","50","0","0","0","0","0","0","0","49","3","47","4.24","1.3","7"
"68692","Brock Stewart","[""rp"",""p""]","LAD","-5.47","50","0","0","0","0","0","0","0","35.7","2","42","3.47","1.15","6"
"105016","Matt Gage","[""rp"",""p""]","SF","-5.48","50","0","0","0","0","0","0","0","51.3","3","44","3.99","1.28","7"
"113203","Tristan Beck","[""rp"",""p""]","SF","-5.48","50","0","0","0","0","0","0","0","48","3","41","4.1","1.26","6"
"109650","Kutter Crawford","[""sp"",""p""]","BOS","-5.49","50","0","0","0","0","0","0","0","73.7","4","69","3.99","1.19","2"
"151282","Matt Svanson","[""rp"",""p""]","STL","-5.5","50","0","0","0","0","0","0","0","50.7","2","44","3.98","1.28","11"
"109502","Connor Brogdon","[""rp"",""p""]","CLE","-5.5","50","0","0","0","0","0","0","0","48.7","3","50","4.4","1.29","7"
"108957","Eric Lauer","[""sp"",""rp"",""p""]","TOR","-5.59","50","0","0","0","0","0","0","0","75.3","4","68","4.13","1.23","7"
"144555","Victor Scott II","[""of"",""u""]","STL","-5.59","50","508","462","8","30","0.284","78","22","0","0","0","0","0","0"
"140479","Ryan Weathers","[""sp"",""p""]","NYY","-5.71","50","0","0","0","0","0","0","0","81","5","81","4.13","1.28","0"
"99616","Danny Coulombe","[""rp"",""p""]","BOS","-5.73","50","0","0","0","0","0","0","0","42.7","2","42","3.73","1.23","7"
"173462","José Fermin","[""rp"",""p""]","LAA","-5.74","50","0","0","0","0","0","0","0","49","2","56","4.12","1.3","8"
"70361","Hoby Milner","[""rp"",""p""]","CHC","-5.77","50","0","0","0","0","0","0","0","44.7","3","35","3.92","1.25","7"
"102632","Brad Keller","[""rp"",""p""]","PHI","-5.82","50","0","0","0","0","0","0","0","45.7","3","41","3.99","1.28","7"
"111079","Angel Zerpa","[""rp"",""p""]","MIL","-5.83","50","0","0","0","0","0","0","0","57.3","3","45","4.9","1.43","20"
"109030","Yohan Ramírez","[""rp"",""p""]","PIT","-5.87","50","0","0","0","0","0","0","0","48.7","3","50","4.57","1.32","7"
"106610","Chris Paddack","[""sp"",""rp"",""p""]","MIA","-5.88","50","0","0","0","0","0","0","0","105","5","79","4.46","1.28","0"
"106664","Michael Petersen","[""rp"",""p""]","MIA","-5.91","50","0","0","0","0","0","0","0","43.3","2","41","4","1.22","7"
"111017","Mark Vientos","[""3b"",""ci"",""u""]","NYM","-5.92","50","491","450","20","0","0.3","101","22","0","0","0","0","0","0"
"106145","José Urquidy","[""p""]","PIT","-5.93","50","0","0","0","0","0","0","0","93","5","71","4.31","1.26","1"
"131149","Logan O'Hoppe","[""c"",""u""]","LAA","-5.93","50","502","463","21","4","0.286","90","18","0","0","0","0","0","0"
"139729","Mike Vasil","[""rp"",""p""]","CHW","-5.98","50","0","0","0","0","0","0","0","50","3","43","4.87","1.41","18"
"101657","Jorge Soler","[""of"",""u""]","LAA","-6.03","50","499","444","22","1","0.307","95","21","0","0","0","0","0","0"
"102796","Rob Zastryzny","[""rp"",""p""]","MIL","-6.08","50","0","0","0","0","0","0","0","44.7","2","39","4.04","1.24","7"
"131515","Eric Orze","[""rp"",""p""]","MIN","-6.08","50","0","0","0","0","0","0","0","44","2","47","3.84","1.25","7"
"110119","Zack Kelly","[""rp"",""p""]","BOS","-6.09","50","0","0","0","0","0","0","0","48","3","48","4.3","1.35","7"
"115906","Cade Cavalli","[""sp"",""p""]","WAS","-6.11","50","0","0","0","0","0","0","0","121.3","6","111","4.63","1.37","0"
"109661","Steven Cruz","[""rp"",""p""]","KC","-6.15","50","0","0","0","0","0","0","0","50.3","3","46","4.27","1.32","7"
"145773","Dylan Dodd","[""rp"",""p""]","ATL","-6.16","50","0","0","0","0","0","0","0","43.3","3","40","4.44","1.27","6"
"152811","Troy Melton","[""rp"",""p""]","DET","-6.21","50","0","0","0","0","0","0","0","44.7","2","42","3.86","1.2","3"
"164332","Roki Sasaki","[""sp"",""p""]","LAD","-6.21","50","0","0","0","0","0","0","0","91.3","7","94","4.67","1.38","0"
"102052","Sam Moll","[""rp"",""p""]","CIN","-6.23","50","0","0","0","0","0","0","0","44.7","2","44","3.87","1.27","7"
"70429","Scott Barlow","[""rp"",""p""]","SAC","-6.23","50","0","0","0","0","0","0","0","55","3","61","4.6","1.39","8"
"105472","Tyler Alexander","[""sp"",""rp"",""p""]","TEX","-6.26","50","0","0","0","0","0","0","0","72","4","60","4.21","1.24","7"
"115326","Yennier Cano","[""rp"",""p""]","BAL","-6.26","50","0","0","0","0","0","0","0","55.3","3","52","4.42","1.38","8"
"67588","Eduardo Rodriguez","[""sp"",""p""]","AZ","-6.31","50","0","0","0","0","0","0","0","111.3","6","106","4.69","1.37","0"
"100574","José Berríos","[""sp"",""p""]","TOR","-6.33","50","0","0","0","0","0","0","0","84.3","5","73","4.5","1.3","5"
"147900","Jasson Domínguez","[""of"",""u""]","NYY","-6.37","50","409","369","12","20","0.312","77","19","0","0","0","0","0","0"
"136488","Colin Selby","[""rp"",""p""]","BAL","-6.38","50","0","0","0","0","0","0","0","44.3","3","43","4.18","1.33","7"
"147812","Jared Jones","[""sp"",""p""]","PIT","-6.39","50","0","0","0","0","0","0","0","81","5","82","4.36","1.3","0"
"166694","Luis Morales","[""sp"",""p""]","SAC","-6.39","50","0","0","0","0","0","0","0","103","5","94","4.5","1.33","0"
"148309","Andrew Painter","[""p""]","PHI","-6.42","50","0","0","0","0","0","0","0","104","6","96","4.75","1.35","0"
"71098","Kyle Freeland","[""sp"",""p""]","COL","-6.46","50","0","0","0","0","0","0","0","145.7","6","108","4.98","1.36","0"
"120108","Braydon Fisher","[""rp"",""p""]","TOR","-6.47","50","0","0","0","0","0","0","0","38.3","2","42","3.67","1.23","6"
"105056","Brennan Bernardino","[""rp"",""p""]","COL","-6.49","50","0","0","0","0","0","0","0","57.3","3","51","4.53","1.37","8"
"69756","Joel Payamps","[""rp"",""p""]","ATL","-6.5","50","0","0","0","0","0","0","0","38","2","36","4","1.22","6"
"113690","Jake Bird","[""rp"",""p""]","NYY","-6.52","50","0","0","0","0","0","0","0","49.7","3","52","4.64","1.37","7"
"106940","Michael Soroka","[""sp"",""rp"",""p""]","AZ","-6.56","50","0","0","0","0","0","0","0","74.7","4","73","4.2","1.24","1"
"142066","Edgardo Henriquez","[""rp"",""p""]","LAD","-6.56","50","0","0","0","0","0","0","0","41.7","3","46","4.28","1.35","6"
"68444","Michael Lorenzen","[""sp"",""p""]","COL","-6.57","50","0","0","0","0","0","0","0","119","5","93","4.59","1.33","0"
"110688","Manuel Rodríguez","[""rp"",""p""]","TB","-6.61","50","0","0","0","0","0","0","0","30.7","2","29","4.01","1.28","13"
"102668","Ryan McMahon","[""3b"",""ci"",""u""]","NYY","-6.62","50","493","436","18","3","0.309","95","21","0","0","0","0","0","0"
"111203","DL Hall","[""rp"",""p""]","MIL","-6.66","50","0","0","0","0","0","0","0","51","3","45","4.44","1.37","8"
"106516","Dauri Moreta","[""rp"",""p""]","","-6.67","50","0","0","0","0","0","0","0","23.7","4","28","3.96","1.25","4"
"69377","José Leclerc","[""rp"",""p""]","","-6.68","50","0","0","0","0","0","0","0","23.7","4","25","4.12","1.26","4"
"139549","George Valera","[""u""]","CLE","-6.71","50","541","490","19","6","0.295","96","24","0","0","0","0","0","0"
"151651","Travis Adams","[""rp"",""p""]","MIN","-6.74","50","0","0","0","0","0","0","0","51","3","43","4.43","1.32","5"
"105394","Jalen Beeks","[""rp"",""p""]","TEX","-6.79","50","0","0","0","0","0","0","0","51.7","3","47","4.5","1.37","7"
