"BP ID","Name","Position(s)","Team","$$$","%","PA","AB","HR","SB","OBP","Runs Prod.","2B + 3B","IP","W","SO","ERA","WHIP","SV+HLD"
"119330","Mason Englert","[""rp"",""p""]","TB","-6.8","50","0","0","0","0","0","0","0","36.7","2","34","3.93","1.22","6"
"110836","Gavin Sheets","[""of"",""u""]","SD","-6.83","50","492","447","15","2","0.306","97","23","0","0","0","0","0","0"
"70637","Tomoyuki Sugano","[""sp"",""p""]","COL","-6.84","50","0","0","0","0","0","0","0","113.3","5","75","4.69","1.31","0"
"145443","Beau Brieske","[""rp"",""p""]","DET","-6.85","50","0","0","0","0","0","0","0","43","2","37","4.62","1.37","15"
"105736","Taylor Clarke","[""rp"",""p""]","AZ","-6.86","50","0","0","0","0","0","0","0","39.3","2","30","3.99","1.22","6"
"163735","Cade Gibson","[""rp"",""p""]","MIA","-6.86","50","0","0","0","0","0","0","0","56","3","46","4.44","1.36","7"
"113016","Brady Basso","[""rp"",""p""]","SAC","-6.87","50","0","0","0","0","0","0","0","49","3","43","4.61","1.33","6"
"106721","Alan Rangel","[""rp"",""p""]","PHI","-6.89","50","0","0","0","0","0","0","0","47","3","42","4.61","1.26","1"
"123933","Tyler Holton","[""sp"",""rp"",""p""]","DET","-6.92","50","0","0","0","0","0","0","0","54","3","44","3.5","1.17","9"
"136521","Kodai Senga","[""sp"",""p""]","NYM","-6.93","50","0","0","0","0","0","0","0","84","5","87","4.36","1.34","0"
"127265","Daniel Lynch IV","[""rp"",""p""]","KC","-6.94","50","0","0","0","0","0","0","0","50.3","3","36","4.63","1.34","7"
"144511","Orlando Ribalta","[""rp"",""p""]","WAS","-6.95","50","0","0","0","0","0","0","0","50","3","50","4.67","1.37","6"
"71057","Aaron Bummer","[""rp"",""p""]","ATL","-6.95","50","0","0","0","0","0","0","0","49","3","48","4.57","1.38","7"
"145915","Mason Fluharty","[""rp"",""p""]","TOR","-6.96","50","0","0","0","0","0","0","0","38.3","2","40","3.95","1.27","6"
"108618","George Soriano","[""rp"",""p""]","STL","-6.97","50","0","0","0","0","0","0","0","50.7","2","51","4.55","1.34","7"
"67604","Wandy Peralta","[""rp"",""p""]","SD","-6.98","50","0","0","0","0","0","0","0","54.3","3","47","4.5","1.39","8"
"152771","Jac Caglianone","[""of"",""u""]","KC","-7.01","50","491","453","16","4","0.296","92","24","0","0","0","0","0","0"
"108363","Joel Peguero","[""rp"",""p""]","SF","-7.11","50","0","0","0","0","0","0","0","54","3","47","4.63","1.38","7"
"107811","Jake Fraley","[""of"",""u""]","TB","-7.11","50","441","395","11","15","0.319","82","19","0","0","0","0","0","0"
"136890","Chase Silseth","[""rp"",""p""]","LAA","-7.11","50","0","0","0","0","0","0","0","61","3","59","4.75","1.43","7"
"114159","Joe Boyle","[""sp"",""p""]","TB","-7.11","50","0","0","0","0","0","0","0","69.3","4","82","3.92","1.3","2"
"108127","Gavin Lux","[""of"",""u""]","TB","-7.12","50","489","436","10","2","0.325","91","24","0","0","0","0","0","0"
"71071","Anthony Banda","[""rp"",""p""]","MIN","-7.12","50","0","0","0","0","0","0","0","56.3","3","58","4.34","1.36","0"
"114635","Justin Bruihl","[""rp"",""p""]","STL","-7.16","50","0","0","0","0","0","0","0","44.3","2","42","4.29","1.32","6"
"146336","Ben Joyce","[""rp"",""p""]","LAA","-7.21","50","0","0","0","0","0","0","0","42.7","2","48","4.99","1.49","19"
"106668","Tyler Phillips","[""rp"",""p""]","MIA","-7.24","50","0","0","0","0","0","0","0","56","3","46","4.66","1.39","7"
"100519","Paul Blackburn","[""rp"",""p""]","NYY","-7.25","50","0","0","0","0","0","0","0","44","3","38","4.57","1.34","5"
"102443","Adbert Alzolay","[""rp"",""p""]","NYM","-7.27","50","0","0","0","0","0","0","0","41","2","39","4.35","1.3","6"
"145203","Zach Agnos","[""rp"",""p""]","COL","-7.27","50","0","0","0","0","0","0","0","50.7","2","46","4.57","1.34","7"
"107237","Jovani Morán","[""p""]","BOS","-7.32","50","0","0","0","0","0","0","0","48","3","55","3.46","1.21","8"
"108971","Dustin May","[""sp"",""p""]","STL","-7.38","50","0","0","0","0","0","0","0","118.3","4","103","4.6","1.35","0"
"105531","Harrison Bader","[""of"",""u""]","SF","-7.4","50","485","447","12","15","0.292","89","21","0","0","0","0","0","0"
"107971","Colin Holderman","[""rp"",""p""]","CLE","-7.41","50","0","0","0","0","0","0","0","48.7","3","47","4.8","1.4","6"
"141755","Connor Phillips","[""rp"",""p""]","CIN","-7.42","50","0","0","0","0","0","0","0","51","3","54","4.94","1.43","7"
"141319","Justin Wrobleski","[""rp"",""p""]","LAD","-7.42","50","0","0","0","0","0","0","0","41.7","3","36","4.52","1.33","5"
"106074","Brusdar Graterol","[""rp"",""p""]","LAD","-7.43","50","0","0","0","0","0","0","0","41.7","3","33","4.45","1.33","6"
"141089","Steven Wilson","[""rp"",""p""]","TB","-7.45","50","0","0","0","0","0","0","0","36.7","2","34","4.35","1.26","5"
"138635","Alek Thomas","[""of"",""u""]","AZ","-7.46","50","525","494","11","5","0.284","93","28","0","0","0","0","0","0"
"49727","Luis García","[""rp"",""p""]","NYM","-7.47","50","0","0","0","0","0","0","0","47","3","41","4.64","1.39","6"
"59626","Patrick Corbin","[""sp"",""p""]","","-7.49","50","0","0","0","0","0","0","0","113.3","6","100","4.87","1.39","0"
"101231","Paul Sewald","[""rp"",""p""]","AZ","-7.51","50","0","0","0","0","0","0","0","28","2","28","3.96","1.18","4"
"106294","Justin Lawrence","[""rp"",""p""]","PIT","-7.54","50","0","0","0","0","0","0","0","54.7","3","55","4.76","1.43","7"
"140382","Austin Warren","[""rp"",""p""]","NYM","-7.57","50","0","0","0","0","0","0","0","41","2","34","4.37","1.3","6"
"110857","Pavin Smith","[""1b"",""ci"",""u""]","AZ","-7.57","50","488","429","15","3","0.313","94","24","0","0","0","0","0","0"
"121867","Wikelman González","[""rp"",""p""]","CHW","-7.59","50","0","0","0","0","0","0","0","43.7","2","46","4.98","1.46","15"
"109519","Jake Burger","[""1b"",""ci"",""u""]","TEX","-7.62","50","520","481","21","1","0.294","104","22","0","0","0","0","0","0"
"148627","Kyle Nicolas","[""rp"",""p""]","CIN","-7.67","50","0","0","0","0","0","0","0","44.7","2","48","4.39","1.37","7"
"147861","Kyle Teel","[""c"",""u""]","CHW","-7.68","50","422","375","11","5","0.322","76","19","0","0","0","0","0","0"
"103929","Ryan Yarbrough","[""sp"",""rp"",""p""]","NYY","-7.69","50","0","0","0","0","0","0","0","63","4","55","4.3","1.26","6"
"105950","Caleb Ferguson","[""rp"",""p""]","CIN","-7.7","50","0","0","0","0","0","0","0","38.3","2","34","4.24","1.31","6"
"144849","Porter Hodge","[""rp"",""p""]","CHC","-7.7","50","0","0","0","0","0","0","0","33.3","2","37","4.47","1.41","12"
"111222","Brendon Little","[""rp"",""p""]","TOR","-7.71","50","0","0","0","0","0","0","0","44","2","60","4.32","1.45","7"
"145063","Paxton Schultz","[""rp"",""p""]","WAS","-7.81","50","0","0","0","0","0","0","0","37.3","2","33","4.24","1.27","5"
"144730","Hunter Bigge","[""rp"",""p""]","TB","-7.81","50","0","0","0","0","0","0","0","30.7","2","32","4.1","1.28","5"
"104799","Sam Hentges","[""rp"",""p""]","SF","-7.83","50","0","0","0","0","0","0","0","42","2","41","4.24","1.34","6"
"104792","Foster Griffin","[""p""]","WAS","-7.84","50","0","0","0","0","0","0","0","85.3","4","73","4.09","1.31","0"
"122650","Seth Halvorsen","[""rp"",""p""]","COL","-7.89","50","0","0","0","0","0","0","0","57.3","3","57","4.9","1.46","7"
"144245","Kevin Kelly","[""rp"",""p""]","TB","-7.89","50","0","0","0","0","0","0","0","30.7","2","26","4","1.22","5"
"147803","Kyle Harrison","[""sp"",""rp"",""p""]","MIL","-7.9","50","0","0","0","0","0","0","0","77.3","4","74","4.27","1.31","2"
"108993","Tobias Myers","[""sp"",""rp"",""p""]","NYM","-7.97","50","0","0","0","0","0","0","0","65","4","51","4.09","1.25","4"
"147751","Mick Abel","[""sp"",""p""]","MIN","-7.98","50","0","0","0","0","0","0","0","98.7","5","92","4.54","1.38","1"
"60625","Miles Mikolas","[""sp"",""p""]","WAS","-8.01","50","0","0","0","0","0","0","0","113.3","5","76","4.99","1.33","0"
"111121","Max Lazar","[""rp"",""p""]","PHI","-8.02","50","0","0","0","0","0","0","0","40","2","32","4.23","1.29","6"
"144346","Zach Maxwell","[""rp"",""p""]","CIN","-8.03","50","0","0","0","0","0","0","0","32","2","34","4.49","1.37","9"
"144167","Brent Headrick","[""rp"",""p""]","NYY","-8.03","50","0","0","0","0","0","0","0","27.3","2","29","4.02","1.23","4"
"110249","Ron Marinaccio","[""rp"",""p""]","SD","-8.06","50","0","0","0","0","0","0","0","36.3","2","36","4.35","1.3","5"
"109974","Brenan Hanifee","[""rp"",""p""]","DET","-8.09","50","0","0","0","0","0","0","0","48.3","3","34","4.73","1.37","6"
"129469","Erik Miller","[""rp"",""p""]","SF","-8.09","50","0","0","0","0","0","0","0","42","2","46","4.35","1.42","6"
"107190","Bryan Hudson","[""rp"",""p""]","NYM","-8.11","50","0","0","0","0","0","0","0","29.3","2","29","4.1","1.29","4"
"129665","Carmen Mlodzinski","[""sp"",""rp"",""p""]","PIT","-8.12","50","0","0","0","0","0","0","0","62.3","4","53","4.19","1.31","7"
"134502","Ethan Roberts","[""rp"",""p""]","CHC","-8.13","50","0","0","0","0","0","0","0","28","2","27","4","1.25","4"
"122708","Emerson Hancock","[""sp"",""rp"",""p""]","SEA","-8.14","50","0","0","0","0","0","0","0","78.3","5","62","4.66","1.33","3"
"145011","Connor Prielipp","[""p""]","MIN","-8.18","50","0","0","0","0","0","0","0","63","3","61","4.04","1.29","8"
"139720","Gus Varland","[""rp"",""p""]","WAS","-8.18","50","0","0","0","0","0","0","0","37.3","2","36","4.36","1.33","5"
"139673","Carlos Vargas","[""rp"",""p""]","SEA","-8.22","50","0","0","0","0","0","0","0","49","3","36","4.76","1.41","6"
"151557","David Festa","[""sp"",""p""]","MIN","-8.24","50","0","0","0","0","0","0","0","64.3","3","65","4.04","1.26","2"
"103251","Julian Fernández","[""p""]","WAS","-8.29","50","0","0","0","0","0","0","0","56.3","3","49","4.18","1.27","11"
"107918","Ian Hamilton","[""rp"",""p""]","ATL","-8.32","50","0","0","0","0","0","0","0","32.7","2","34","4.25","1.34","5"
"151286","Andrew Hoffmann","[""rp"",""p""]","AZ","-8.32","50","0","0","0","0","0","0","0","33.7","2","33","4.35","1.33","5"
"121446","J.T. Ginn","[""sp"",""rp"",""p""]","SAC","-8.34","50","0","0","0","0","0","0","0","70.3","4","69","4.45","1.32","3"
"51645","Jose Quintana","[""sp"",""p""]","COL","-8.36","50","0","0","0","0","0","0","0","126.3","5","87","4.65","1.38","0"
"108278","Sean Murphy","[""c"",""u""]","ATL","-8.37","50","430","378","15","0","0.305","82","19","0","0","0","0","0","0"
"134616","Brayan Rocchio","[""ss"",""2b"",""mi"",""u""]","CLE","-8.39","50","470","428","10","14","0.301","85","24","0","0","0","0","0","0"
"151570","Landen Roupp","[""sp"",""p""]","SF","-8.42","50","0","0","0","0","0","0","0","77.7","4","76","4.2","1.33","0"
"108953","Dean Kremer","[""sp"",""p""]","BAL","-8.46","50","0","0","0","0","0","0","0","62.3","4","52","4.09","1.25","0"
"122242","Michael Grove","[""rp"",""p""]","","-8.5","50","0","0","0","0","0","0","0","17.7","3","17","3.79","1.21","3"
"117180","Cooper Criswell","[""rp"",""p""]","SEA","-8.52","50","0","0","0","0","0","0","0","34.7","2","30","4.37","1.3","3"
"112687","Patrick Bailey","[""c"",""u""]","SF","-8.55","50","458","422","11","2","0.289","85","22","0","0","0","0","0","0"
"130423","Roddery Muñoz","[""rp"",""p""]","HOU","-8.56","50","0","0","0","0","0","0","0","41","2","44","4.79","1.4","6"
"141005","Brandon Williamson","[""p""]","CIN","-8.58","50","0","0","0","0","0","0","0","77.3","4","65","4.53","1.33","4"
"148622","Dillon Dingler","[""c"",""u""]","DET","-8.68","50","451","416","12","2","0.293","83","21","0","0","0","0","0","0"
"150806","Bradgley Rodriguez","[""rp"",""p""]","SD","-8.71","50","0","0","0","0","0","0","0","54.3","3","54","4.97","1.5","7"
"130502","Jayden Murray","[""rp"",""p""]","HOU","-8.72","50","0","0","0","0","0","0","0","37","2","32","4.64","1.33","3"
"144890","Zak Kent","[""rp"",""p""]","MIN","-8.77","50","0","0","0","0","0","0","0","31.3","2","32","4.38","1.36","5"
"161459","Payton Tolle","[""p""]","BOS","-8.78","50","0","0","0","0","0","0","0","48.3","3","54","3.79","1.22","2"
"108284","Carlos Narváez","[""c"",""u""]","BOS","-8.8","50","415","376","11","3","0.304","80","20","0","0","0","0","0","0"
"147789","Richard Fitts","[""sp"",""p""]","STL","-8.83","50","0","0","0","0","0","0","0","72.7","3","63","4.09","1.26","0"
"101448","Drew Anderson","[""p""]","DET","-8.84","50","0","0","0","0","0","0","0","59.3","3","65","4.14","1.3","5"
"147180","Chris Roycroft","[""rp"",""p""]","STL","-8.85","50","0","0","0","0","0","0","0","50.7","2","43","4.67","1.44","7"
"167390","Brandyn Garcia","[""rp"",""p""]","AZ","-8.86","50","0","0","0","0","0","0","0","39.3","2","37","4.65","1.41","5"
"160972","CJ Kayfus","[""of"",""u""]","CLE","-8.91","50","421","381","14","2","0.313","79","24","0","0","0","0","0","0"
"148637","Will Klein","[""rp"",""p""]","LAD","-8.91","50","0","0","0","0","0","0","0","35.7","2","43","4.45","1.42","4"
"123751","Yaramil Hiraldo","[""rp"",""p""]","BAL","-8.95","50","0","0","0","0","0","0","0","22","1","22","3.7","1.14","3"
"151578","Carson Seymour","[""rp"",""p""]","SF","-8.95","50","0","0","0","0","0","0","0","42","2","38","4.63","1.38","5"
"109907","Yoendrys Gómez","[""sp"",""rp"",""p""]","TB","-8.97","50","0","0","0","0","0","0","0","55","3","54","4.23","1.27","7"
"104863","Sean Newcomb","[""sp"",""rp"",""p""]","CHW","-8.97","50","0","0","0","0","0","0","0","83","3","75","4.31","1.35","4"
"70964","Erick Fedde","[""sp"",""rp"",""p""]","CHW","-8.99","50","0","0","0","0","0","0","0","96.3","5","70","4.72","1.39","3"
"105635","JT Brubaker","[""rp"",""p""]","SF","-9.01","50","0","0","0","0","0","0","0","36","2","30","4.55","1.36","4"
"140553","Ryan Weiss","[""p""]","HOU","-9.07","50","0","0","0","0","0","0","0","74","4","72","4.56","1.35","1"
"118842","Jack Dreyer","[""sp"",""rp"",""p""]","LAD","-9.11","50","0","0","0","0","0","0","0","41.7","3","41","3.79","1.21","7"
"106975","José Suarez","[""rp"",""p""]","ATL","-9.12","50","0","0","0","0","0","0","0","32.7","2","31","4.61","1.31","1"
"109027","A.J. Puk","[""rp"",""p""]","AZ","-9.12","50","0","0","0","0","0","0","0","22.3","1","25","3.88","1.21","4"
"100521","Lance McCullers Jr.","[""sp"",""p""]","HOU","-9.25","50","0","0","0","0","0","0","0","95.3","5","96","4.95","1.44","2"
"162781","Jonah Tong","[""sp"",""p""]","NYM","-9.25","50","0","0","0","0","0","0","0","51","3","62","3.71","1.27","0"
"105834","Yerry De los Santos","[""rp"",""p""]","NYY","-9.26","50","0","0","0","0","0","0","0","33","2","29","4.54","1.38","5"
"160581","Rhett Lowder","[""sp"",""p""]","CIN","-9.27","50","0","0","0","0","0","0","0","85.7","4","66","4.52","1.35","2"
"151531","Joe Rock","[""p""]","TB","-9.29","50","0","0","0","0","0","0","0","76.7","4","68","4.63","1.36","2"
"121931","Nolan Gorman","[""2b"",""3b"",""mi"",""ci"",""u""]","STL","-9.32","50","521","466","22","3","0.29","94","21","0","0","0","0","0","0"
"123381","Daysbel Hernández","[""rp"",""p""]","ATL","-9.33","50","0","0","0","0","0","0","0","27","2","30","4.39","1.39","4"
"107554","Corbin Burnes","[""sp"",""p""]","AZ","-9.35","50","0","0","0","0","0","0","0","51.3","3","49","3.71","1.22","0"
"170375","Connelly Early","[""p""]","BOS","-9.37","50","0","0","0","0","0","0","0","56.3","3","60","3.98","1.29","2"
"136826","Chase Shugart","[""rp"",""p""]","PHI","-9.38","50","0","0","0","0","0","0","0","28.7","2","25","4.56","1.33","4"
"141688","Brett Baty","[""2b"",""3b"",""mi"",""ci"",""u""]","NYM","-9.39","50","495","450","17","5","0.306","94","20","0","0","0","0","0","0"
"144289","Brooks Lee","[""ss"",""2b"",""3b"",""mi"",""ci"",""u""]","MIN","-9.45","50","533","497","12","2","0.299","97","26","0","0","0","0","0","0"
"102625","Joe Jiménez","[""rp"",""p""]","ATL","-9.46","50","0","0","0","0","0","0","0","16.3","1","17","3.35","1.12","3"
"153111","Robby Snelling","[""p""]","MIA","-9.48","50","0","0","0","0","0","0","0","59.3","3","58","3.87","1.26","0"
"114186","Cody Bradford","[""sp"",""p""]","TEX","-9.5","50","0","0","0","0","0","0","0","43","3","38","3.71","1.17","1"
"132620","Jack Perkins","[""rp"",""p""]","SAC","-9.54","50","0","0","0","0","0","0","0","24.3","1","27","4.07","1.26","3"
"144225","Seth Johnson","[""rp"",""p""]","PHI","-9.54","50","0","0","0","0","0","0","0","28.7","2","27","4.56","1.37","4"
"111097","Ben Brown","[""sp"",""rp"",""p""]","CHC","-9.59","50","0","0","0","0","0","0","0","46.3","3","48","4.07","1.26","5"
"129321","Luis Mey","[""rp"",""p""]","CIN","-9.68","50","0","0","0","0","0","0","0","32","2","30","4.86","1.51","8"
"105123","Tim Hill","[""rp"",""p""]","NYY","-9.68","50","0","0","0","0","0","0","0","49.7","3","29","5.06","1.47","6"
"144812","Sawyer Gipson-Long","[""rp"",""p""]","DET","-9.69","50","0","0","0","0","0","0","0","25.3","1","23","4.03","1.21","1"
"111773","Logan Allen","[""sp"",""p""]","CLE","-9.7","50","0","0","0","0","0","0","0","132","6","109","5.24","1.45","0"
"144755","Marc Church","[""rp"",""p""]","TEX","-9.7","50","0","0","0","0","0","0","0","28.7","2","29","4.76","1.43","4"
"110810","JP Sears","[""sp"",""p""]","SD","-9.73","50","0","0","0","0","0","0","0","57.7","3","49","4.52","1.24","1"
"132337","Luis Peralta","[""rp"",""p""]","COL","-9.79","50","0","0","0","0","0","0","0","44.3","2","47","5.1","1.5","6"
"151715","Troy Taylor","[""rp"",""p""]","SEA","-9.83","50","0","0","0","0","0","0","0","32.7","2","31","5.05","1.44","4"
"124381","Jake Irvin","[""sp"",""p""]","WAS","-9.84","50","0","0","0","0","0","0","0","98","5","73","5.08","1.39","0"
"107155","Danny Young","[""rp"",""p""]","ATL","-9.85","50","0","0","0","0","0","0","0","21.7","1","25","4","1.29","3"
"139775","Randy Vásquez","[""sp"",""p""]","SD","-9.85","50","0","0","0","0","0","0","0","105","6","71","5.03","1.41","0"
"134488","Daniel Robert","[""rp"",""p""]","","-9.88","50","0","0","0","0","0","0","0","11.7","2","12","3.92","1.23","2"
"106667","Evan Phillips","[""rp"",""p""]","LAD","-9.9","50","0","0","0","0","0","0","0","17.7","1","17","3.8","1.19","3"
"131748","Andre Pallante","[""sp"",""p""]","STL","-9.91","50","0","0","0","0","0","0","0","163","8","129","5.01","1.5","0"
"142220","Josh Jung","[""3b"",""ci"",""u""]","TEX","-9.91","50","512","478","15","3","0.283","92","23","0","0","0","0","0","0"
"104926","Lane Thomas","[""of"",""u""]","KC","-9.92","50","392","354","12","18","0.291","75","18","0","0","0","0","0","0"
"109174","Jason Foley","[""rp"",""p""]","SF","-9.92","50","0","0","0","0","0","0","0","24","1","20","4.13","1.3","4"
"144150","Ryan Gusto","[""sp"",""rp"",""p""]","MIA","-9.93","50","0","0","0","0","0","0","0","54","3","46","4.18","1.27","3"
"125575","John King","[""rp"",""p""]","MIA","-9.93","50","0","0","0","0","0","0","0","43.3","2","30","4.79","1.44","6"
"108975","Easton McGee","[""rp"",""p""]","MIL","-9.96","50","0","0","0","0","0","0","0","25.3","1","21","4.37","1.29","4"
"111885","Francisco Alvarez","[""c"",""u""]","NYM","-9.99","50","386","347","16","1","0.304","79","16","0","0","0","0","0","0"
"112555","Luinder Avila","[""rp"",""p""]","KC","-10.03","50","0","0","0","0","0","0","0","28","1","27","4.45","1.37","4"
"108258","Juan Morillo","[""rp"",""p""]","AZ","-10.03","50","0","0","0","0","0","0","0","28","2","27","4.62","1.44","4"
"127849","Austin Martin","[""of"",""u""]","MIN","-10.08","50","439","391","6","11","0.328","79","20","0","0","0","0","0","0"
"140577","Austin Wells","[""c"",""u""]","NYY","-10.08","50","400","363","13","3","0.295","76","19","0","0","0","0","0","0"
"106041","Tyler Gilbert","[""sp"",""rp"",""p""]","CHW","-10.09","50","0","0","0","0","0","0","0","50","3","45","4.23","1.31","7"
"145157","Josh White","[""p""]","MIA","-10.11","50","0","0","0","0","0","0","0","37.3","2","45","3.71","1.24","6"
"140446","Ryan Watson","[""p""]","BOS","-10.12","50","0","0","0","0","0","0","0","48","3","45","4.42","1.31","7"
"111237","Eduarniel Núñez","[""rp"",""p""]","SAC","-10.19","50","0","0","0","0","0","0","0","24.3","1","29","4.53","1.39","4"
"105954","Tyler Ferguson","[""rp"",""p""]","SAC","-10.22","50","0","0","0","0","0","0","0","24.3","1","24","4.42","1.34","4"
"161632","Paul Gervase","[""rp"",""p""]","LAD","-10.23","50","0","0","0","0","0","0","0","17.7","1","21","4.22","1.29","3"
"141201","Grant Wolfram","[""rp"",""p""]","BAL","-10.25","50","0","0","0","0","0","0","0","22","1","21","4.19","1.32","3"
"108977","Zach McKinstry","[""ss"",""3b"",""mi"",""ci"",""of"",""u""]","DET","-10.25","50","424","388","9","13","0.309","75","24","0","0","0","0","0","0"
"151582","Jordan Wicks","[""rp"",""p""]","CHC","-10.28","50","0","0","0","0","0","0","0","22.3","1","20","4.36","1.3","3"
"122573","Justin Hagenman","[""rp"",""p""]","NYM","-10.32","50","0","0","0","0","0","0","0","17.3","1","16","4.3","1.21","2"
"148274","Philip Abner","[""rp"",""p""]","AZ","-10.47","50","0","0","0","0","0","0","0","16.7","1","15","4.04","1.24","3"
"140156","Anthony Volpe","[""ss"",""mi"",""u""]","NYY","-10.47","50","443","405","12","14","0.282","81","23","0","0","0","0","0","0"
"70762","Robert Stephenson","[""rp"",""p""]","LAA","-10.48","50","0","0","0","0","0","0","0","12","1","14","3.55","1.14","2"
"108560","Jesse Scholtens","[""p""]","TB","-10.49","50","0","0","0","0","0","0","0","48.7","3","42","4.31","1.26","2"
"109203","Kyle Hart","[""sp"",""rp"",""p""]","SD","-10.53","50","0","0","0","0","0","0","0","51","3","41","4.42","1.3","4"
"142242","Kyle Backhus","[""rp"",""p""]","PHI","-10.56","50","0","0","0","0","0","0","0","17","1","16","4.26","1.3","3"
"144355","Trevor McDonald","[""p""]","SF","-10.6","50","0","0","0","0","0","0","0","84.7","4","78","4.87","1.41","1"
"122780","Hunter Barco","[""p""]","PIT","-10.63","50","0","0","0","0","0","0","0","51","3","51","4.28","1.33","1"
"146226","Bailey Horn","[""rp"",""p""]","DET","-10.68","50","0","0","0","0","0","0","0","21.3","1","19","4.28","1.33","3"
"67148","Taijuan Walker","[""sp"",""rp"",""p""]","PHI","-10.7","50","0","0","0","0","0","0","0","97.7","5","67","5.25","1.42","4"
"130453","Chris Murphy","[""rp"",""p""]","CHW","-10.7","50","0","0","0","0","0","0","0","25","1","25","4.63","1.41","3"
"151243","Andre Granillo","[""rp"",""p""]","WAS","-10.7","50","0","0","0","0","0","0","0","12.3","1","13","3.72","1.21","2"
"109236","Michel Otañez","[""rp"",""p""]","TEX","-10.72","50","0","0","0","0","0","0","0","23","1","28","4.64","1.42","3"
"112382","Spencer Arrighetti","[""sp"",""p""]","HOU","-10.73","50","0","0","0","0","0","0","0","64.7","4","65","4.83","1.39","0"
"137710","Spencer Steer","[""1b"",""ci"",""u""]","CIN","-10.74","50","415","372","14","6","0.32","84","20","0","0","0","0","0","0"
"107254","Patrick Sandoval","[""sp"",""p""]","BOS","-10.77","50","0","0","0","0","0","0","0","64.3","3","60","4.52","1.39","4"
"151380","Sam Bachman","[""rp"",""p""]","LAA","-10.78","50","0","0","0","0","0","0","0","36.7","2","29","5.03","1.49","4"
"110903","Hunter Stratton","[""rp"",""p""]","ATL","-10.79","50","0","0","0","0","0","0","0","16.3","1","14","4.08","1.25","2"
"141132","Keaton Winn","[""rp"",""p""]","SF","-10.82","50","0","0","0","0","0","0","0","24","1","21","4.75","1.37","3"
"163793","AJ Blubaugh","[""rp"",""p""]","HOU","-10.83","50","0","0","0","0","0","0","0","26.3","1","24","4.56","1.36","1"
"151257","Chase Lee","[""rp"",""p""]","TOR","-10.89","50","0","0","0","0","0","0","0","11","1","10","3.97","1.24","2"
"151463","Jacob Young","[""of"",""u""]","WAS","-10.91","50","411","378","5","27","0.299","68","17","0","0","0","0","0","0"
"111094","Prelander Berroa","[""rp"",""p""]","CHW","-10.92","50","0","0","0","0","0","0","0","25","1","26","4.72","1.43","3"
"130685","Jack Neely","[""rp"",""p""]","CHC","-10.93","50","0","0","0","0","0","0","0","11","1","14","4.29","1.3","2"
"105936","Bailey Falter","[""sp"",""p""]","KC","-10.97","50","0","0","0","0","0","0","0","61.3","3","46","4.6","1.35","5"
"111294","Griffin Canning","[""sp"",""p""]","SD","-10.99","50","0","0","0","0","0","0","0","62","3","55","4.48","1.34","0"
"144213","Drey Jameson","[""p""]","AZ","-11.02","50","0","0","0","0","0","0","0","50.3","3","48","4.67","1.38","6"
"70432","John Brebbia","[""rp"",""p""]","COL","-11.04","50","0","0","0","0","0","0","0","12.7","1","11","4.32","1.24","2"
"147607","Andrew Walters","[""p""]","CLE","-11.04","50","0","0","0","0","0","0","0","30.3","2","38","3.82","1.23","5"
"105574","Andrew Benintendi","[""of"",""u""]","CHW","-11.1","50","469","425","11","2","0.316","85","21","0","0","0","0","0","0"
"142702","Yariel Rodríguez","[""rp"",""p""]","TOR","-11.12","50","0","0","0","0","0","0","0","11","1","11","4.17","1.3","2"
"67072","Joc Pederson","[""u""]","TEX","-11.14","50","422","365","17","4","0.328","84","17","0","0","0","0","0","0"
"108119","Nathaniel Lowe","[""1b"",""ci"",""u""]","","-11.14","50","474","420","14","1","0.325","90","20","0","0","0","0","0","0"
"151459","Andrew Alvarez","[""sp"",""p""]","WAS","-11.16","50","0","0","0","0","0","0","0","60.3","3","53","4.55","1.38","4"
"128445","James McArthur","[""rp"",""p""]","KC","-11.17","50","0","0","0","0","0","0","0","16.7","1","16","4.45","1.32","2"
"116366","Denzel Clarke","[""of"",""u""]","SAC","-11.17","50","374","343","11","14","0.29","73","20","0","0","0","0","0","0"
"123911","Grant Holman","[""rp"",""p""]","AZ","-11.18","50","0","0","0","0","0","0","0","11","1","10","4.27","1.32","2"
"107962","Jordan Hicks","[""sp"",""rp"",""p""]","CHW","-11.21","50","0","0","0","0","0","0","0","43.7","2","40","4.81","1.43","16"
"100957","Nabil Crismatt","[""sp"",""p""]","","-11.22","50","0","0","0","0","0","0","0","39","5","26","4.96","1.34","3"
"147927","Yosver Zulueta","[""rp"",""p""]","SEA","-11.22","50","0","0","0","0","0","0","0","16.3","1","18","4.47","1.4","2"
"146279","Alek Jacob","[""rp"",""p""]","SD","-11.24","50","0","0","0","0","0","0","0","18","1","18","4.72","1.34","2"
"149535","Brad Lord","[""sp"",""rp"",""p""]","WAS","-11.29","50","0","0","0","0","0","0","0","81","3","67","4.8","1.39","2"
"113344","Valente Bellozo","[""sp"",""rp"",""p""]","","-11.3","50","0","0","0","0","0","0","0","32.3","4","24","4.52","1.28","2"
"144717","Dylan Beavers","[""of"",""u""]","BAL","-11.3","50","407","362","11","13","0.305","73","19","0","0","0","0","0","0"
"107263","Brandon Waddell","[""rp"",""p""]","NYM","-11.32","50","0","0","0","0","0","0","0","11.7","1","9","4.45","1.28","2"
