Name,Team,POS,ADP,IP,mW,mERA,mWHIP,mSO,mSVHLD,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Jose A. Ferrer ","SEA","RP",747.1599731445312,70,-2.0255545649621918,1.7577782557234214,-0.20793560160233487,-2.536669895505709,1.5308715329031828,-1.4815102734436314,5.227574389444771,4.74606411600114,"Jose A. Ferrer","24017",678606
"Ryan Helsley ","BAL","RP",85.4000015258789,64,-2.2675683167652183,0.19505850788739804,-0.6729979219847315,-2.174821686971974,3.413131815401554,-1.5071976024329714,5.227574389444771,4.720376787011798,"Ryan Helsley","18138",664854
"Spencer Strider ","ATL","SP",107.70999908447266,160.846,2.143781320962894,-2.6961119042718997,-1.7539595776909696,2.7451822961603862,-2.20665146036781,-1.7677593252073989,5.374425610555225,4.606666285347825,"Spencer Strider","27498",675911
"Trevor Megill ","MIL","RP",140.74000549316406,66,-2.253729967610847,0.4377711635165974,0.5247373699520578,-1.9205137903588527,1.5876976667494098,-1.6240375577516348,5.227574389444771,4.603536831693136,"Trevor Megill","17722",656730
"Drew Rasmussen ","TBR","SP",138.75,171.003,2.206464349751285,-1.7972140122848823,-1.6124535747368935,1.5723285964582225,-2.20665146036781,-1.8375261011800776,5.374425610555225,4.5368995093751465,"Drew Rasmussen","25385",656876
"Daniel Palencia ","CHC","RP",104.43000030517578,67,-2.23692177057797,-0.3014890385076346,-1.3755860830793019,-2.216940625465866,4.406794063622503,-1.724143454008268,5.227574389444771,4.503430935436503,"Daniel Palencia","27914",694037
"Matt Brash ","SEA","RP",738.969970703125,63,-2.241029058292255,1.7977348901419299,0.02154491308599708,-2.200891729418289,0.7876224643921383,-1.8350185200904785,5.227574389444771,4.392555869354291,"Matt Brash","25756",666374
"Raisel Iglesias ","ATL","RP",101.61000061035156,66,-2.252908449806277,-0.653859518249625,-0.1897193747473455,-2.3733591991382155,3.57309672977731,-1.8967498121641535,5.227574389444771,4.330824577280618,"Raisel Iglesias","17130",628452
"Nick Pivetta ","SDP","SP",95.27999877929688,174.053,2.180873008026232,-4.386488674853607,-0.7006919665718535,2.933386331099413,-2.20665146036781,-2.179572762667624,5.374425610555225,4.194852847887601,"Nick Pivetta","15454",601713
"Pete Fairbanks ","MIA","RP",113.0199966430664,62,-2.4712265427257876,-0.13580114031727453,-0.8493438248885287,-2.625582985088548,3.694818022539563,-2.3871364704805753,5.227574389444771,3.8404379189641955,"Pete Fairbanks","17998",664126
"Fernando Cruz ","NYY","RP",999,61,-2.3323371541001476,0.8332833622179743,-0.05705615795932732,-1.955154607627961,1.0818448554645894,-2.4294197020048713,5.227574389444771,3.798154687439899,"Fernando Cruz","7048",518585
"Luis Castillo ","SEA","SP",171.58999633789062,181.473,2.585156186615771,-3.4413055440793237,-1.7283770866322925,2.0471595404339835,-2.20665146036781,-2.7440183640296714,5.374425610555225,3.630407246525553,"Luis Castillo","15689",622491
"Garrett Whitlock ","BOS","RP",654.0599975585938,70,-2.1004335099129454,0.27380956747211316,0.08458261581832163,-2.1088718054049225,1.1634352226392355,-2.6874779093881975,5.227574389444771,3.540096480056573,"Garrett Whitlock","20191",676477
"Kyle Bradish ","BAL","SP",73.51000213623047,145.078,1.6592482215834803,-1.503698429864074,-2.049204691050766,1.2310380770191163,-2.20665146036781,-2.869268282680054,5.374425610555225,3.50515732787517,"Kyle Bradish","24586",680694
"Louis Varland ","TOR","RP",742.6900024414062,67,-2.1656445175681407,0.6192759802416762,0.43452217138285626,-2.4861210504528906,0.7601432818000409,-2.8378241345964574,5.227574389444771,3.389750254848313,"Louis Varland","27691",686973
"Will Vest ","DET","RP",521.6500244140625,68,-2.159325624981109,1.1335582411235707,-0.35660907311330825,-2.447677462461599,0.9432161977408192,-2.886837721691626,5.227574389444771,3.3407366677531445,"Will Vest","19769",676684
"Gabe Speier ","SEA","RP",747.010009765625,58,-2.450563705211024,1.0988167566856133,0.9842021512204066,-2.5862050942206807,0.05199937568299486,-2.9017505158426906,5.227574389444771,3.32582387360208,"Gabe Speier","17170",642100
"Edwin Uceta ","TBR","RP",523.1500244140625,62,-2.472363831907284,-0.33825085925054127,-0.06550233060810594,-2.346443274706488,2.140074569793314,-3.0824857266791064,5.227574389444771,3.1450886627656645,"Edwin Uceta","20539",670955
"Robert Garcia ","TEX","RP",238.9199981689453,64,-2.3274714727258212,0.014333076116808568,-1.1014091943206203,-2.4313905360302095,2.7475643758837704,-3.098373751076072,5.227574389444771,3.1292006383686988,"Robert Garcia","23363",676395
"Robert Suarez ","ATL","RP",207.75,67,-2.1731639741354805,0.094461516857589,-0.2640494204005821,-2.2846797693247978,1.5173530969496691,-3.1100785500536023,5.227574389444771,3.117495839391168,"Robert Suarez","30115",663158
"Emmet Sheehan ","LAD","SP",111.54000091552734,151.594,1.9387330079341478,-3.5988547193163107,-1.5900271962955932,2.0062916062595373,-2.0569887946806173,-3.300846096098837,5.374425610555225,3.073579514456387,"Emmet Sheehan","29839",686218
"Michael King ","SDP","SP",126.8499984741211,166.513,2.161284335548436,-2.5767483259139716,-2.949802413884369,2.1098529780778574,-2.20665146036781,-3.4620648865398578,5.374425610555225,2.9123607240153664,"Michael King","19853",650633
"Hunter Harvey ","CHC","RP",747.1199951171875,52,-2.675895658924514,0.5621998734531473,0.5517224354599357,-2.9469382917827844,1.1854263369263154,-3.3234853048679,5.227574389444771,2.9040890845768708,"Hunter Harvey","15507",640451
"Adrian Morejon ","SDP","RP",730.8300170898438,68,-2.1592625008365802,0.7048807725571878,-0.5276796754076416,-2.4245424556800943,0.9923783830352437,-3.4142254763318856,5.227574389444771,2.8133489131128853,"Adrian Morejon","20039",670970
"MacKenzie Gore ","TEX","SP",164.35000610351562,161.264,2.0812875139538067,-2.6909997227343054,-3.374025564911844,2.5181382921248208,-2.20665146036781,-3.6722509419353324,5.374425610555225,2.7021746686198913,"MacKenzie Gore","22201",669022
"José Alvarado ","PHI","RP",747.2000122070312,64,-2.2423560212159033,1.0266176662881756,-0.9592306644070268,-2.254361825890526,0.7588916903960866,-3.6704391548291952,5.227574389444771,2.5571352346155756,"Jose Alvarado","17780",621237
"Ben Brown ","CHC","SP/RP",731.510009765625,69.747,-1.944167204336538,0.40375594384081137,0.5132772685578277,-2.0398194600217354,-0.7628265253210933,-3.829779977280727,5.374425610555225,2.5446456332744964,"Ben Brown","23590",676962
"A.J. Minter ","NYM","RP",999,52,-2.6421527152611373,0.7166415874235206,0.17818665795982183,-2.892780495946014,0.8899137658957472,-3.7501911999280613,5.227574389444771,2.4773831895167087,"A.J. Minter","18655",621345
"Dylan Lee ","ATL","RP",999,65,-2.255372852565704,-0.19360147561288418,-0.07552108422358413,-2.367454499094568,1.0767803200711115,-3.8151695914256294,5.227574389444771,2.412404798019142,"Dylan Lee","19996",669276
"Aaron Nola ","PHI","SP",211.1999969482422,180.677,2.563482458862851,-4.681077303395588,-1.8444932653540427,2.1900799758581737,-2.20665146036781,-3.978659594396416,5.374425610555225,2.3957660161588077,"Aaron Nola","16149",605400
"Tanner Scott ","LAD","RP",722.010009765625,63,-2.2276961542569613,0.3466450961130323,-1.08883473075822,-2.2817978534349064,1.361008528128325,-3.890675114208732,5.227574389444771,2.336899275236039,"Tanner Scott","17586",656945
"Chase Burns ","CIN","SP",99.80999755859375,96.5384,-0.5618448578995592,-0.8759054618623626,0.073512983120078,-0.665101874399879,-2.080982576879305,-4.110321787921027,5.374425610555225,2.2641038226341967,"Chase Burns","35333",695505
"Joe Musgrove ","SDP","SP",233.63999938964844,158.921,1.7100518588578486,-3.467495399086759,-1.2851709473801707,1.1173947064016776,-2.20665146036781,-4.131871241575213,5.374425610555225,2.242554368980011,"Joe Musgrove","12970",605397
"Chris Martin ","TEX","RP",679.1799926757812,54,-2.639625188357181,0.2976898689080971,0.6016801335337921,-3.093887088872009,0.8390569898408975,-3.9950852849464034,5.227574389444771,2.232489104498368,"Chris Martin","11847",455119
"Alex Vesia ","LAD","RP",743.0800170898438,61,-2.340614853673246,-0.5263668504000516,-0.5093867072934397,-2.1974984516445293,1.4984817559314165,-4.07538510707985,5.227574389444771,2.1521892823649207,"Alex Vesia","25007",681911
"Shane Bieber ","TOR","SP",351.5899963378906,123.834,0.48374317076487977,-1.4401569966406031,-0.7888896254439804,-0.4380487929344221,-2.0819454083648714,-4.265297652618997,5.374425610555225,2.1091279579362263,"Shane Bieber","19427",669456
"Luke Weaver ","NYM","RP",731.4000244140625,67,-2.2235888665426766,-0.5916828003350306,-0.23597024321129925,-2.3700102999105908,1.265014024711497,-4.1562381852881005,5.227574389444771,2.0713362041566707,"Luke Weaver","16918",596133
"Sean Manaea ","NYM","SP",292.7099914550781,132.291,0.7926739393224879,-2.368973245038178,-1.2483238908295025,0.5128983918494672,-2.068523524141761,-4.380248328837488,5.374425610555225,1.9941772817177368,"Sean Manaea","15873",640455
"Matt Strahm ","KCR","RP",735.0900268554688,66,-2.2844397885969068,-0.8403832259559794,-0.008799202323214458,-2.3322320539102113,1.2058383047354702,-4.260015966050842,5.227574389444771,1.9675584233939283,"Matt Strahm","13799",621381
"Trey Yesavage ","TOR","SP",159.0800018310547,132.524,0.8951670610545868,-1.4307102149239308,-2.929561034649429,0.9913246704643432,-2.0819454083648714,-4.555724926419301,5.374425610555225,1.8187006841359228,"Trey Yesavage","35456",702056
"Eury Pérez ","MIA","SP",81.5999984741211,154.035,1.3037468997919972,-4.1700831436122625,-1.5742305324870922,2.0423558990160227,-2.20665146036781,-4.604862337659145,5.374425610555225,1.7695632728960788,"Eury Perez","27768",691587
"Emilio Pagán ","CIN","RP",113.0199966430664,66,-2.413598115782461,-2.323629004481204,-1.1134879834257705,-2.309810802079037,3.6736742954555495,-4.4868516103129235,5.227574389444771,1.7407227791318471,"Emilio Pagan","14771",641941
"Kevin Gausman ","TOR","SP",115.68000030517578,185.401,2.7050890481346,-4.778847505180275,-2.9764694339819964,2.477090154156979,-2.20665146036781,-4.779789197238504,5.374425610555225,1.5946364133167208,"Kevin Gausman","14107",592332
"Cody Ponce ","TOR","SP",260.8299865722656,161.812,1.6830070046115242,-3.245528546652715,-2.630659817339732,1.4673935069163733,-2.0819454083648714,-4.80773326082942,5.374425610555225,1.5666923497258036,"Cody Ponce","17920",664074
"Gerrit Cole ","NYY","SP",247.50999450683594,134.18,0.8388024728903793,-3.1977806167139717,-0.8477241691546115,0.5288988749376248,-2.20665146036781,-4.884454898408388,5.374425610555225,1.4899707121468353,"Gerrit Cole","13125",543037
"Carlos Rodón ","NYY","SP",200.57000732421875,161.648,1.931908368919472,-3.9960762977109114,-2.819431783749055,2.203538106174592,-2.20665146036781,-4.886713066733713,5.374425610555225,1.4877125438215113,"Carlos Rodon","16137",607074
"Jared Koenig ","MIL","RP",999,65,-2.318372255348153,0.16668153376499528,-1.0174268577350265,-2.504734824746382,0.9232856112408775,-4.750566792823688,5.227574389444771,1.4770075966210825,"Jared Koenig","27517",657649
"Yimi García ","TOR","RP",999,56,-2.5737821859852845,-0.0694623181142703,-0.10437437769568997,-2.7411122758161524,0.6192039249249073,-4.869527232686491,5.227574389444771,1.3580471567582797,"Yimi Garcia","12095",554340
"Jack Flaherty ","DET","SP",213.4199981689453,163.146,1.8783242562001843,-3.335128090646484,-3.637455749289756,2.269770396671591,-2.20665146036781,-5.031140647432276,5.374425610555225,1.3432849631229478,"Jack Flaherty","17479",656427
"Bryan Baker ","TBR","RP",999,63,-2.448225701394937,-0.3995237254727316,-0.5862853891964749,-2.395194116238642,0.7982713902639033,-5.030957542038881,5.227574389444771,1.1966168474058887,"Bryan Baker","19804",641329
"Nick Lodolo ","CIN","SP",122.69999694824219,157.14,1.5303423909760407,-4.493322171695729,-1.5823277528597768,1.5593559405404287,-2.20665146036781,-5.192603053406846,5.374425610555225,1.1818225571483774,"Nick Lodolo","26378",666157
"Camilo Doval ","NYY","RP",695.4600219726562,64,-2.273065842201963,0.4752035245596917,-1.9108905838144936,-2.2706312698643476,0.8625693333410883,-5.116814837980023,5.227574389444771,1.1107595514647468,"Camilo Doval","21992",666808
"Orion Kerkering ","PHI","RP",999,63,-2.337960927825949,0.1052242437304853,-0.9142000333324503,-2.503694954722183,0.44600960998258604,-5.204622062167511,5.227574389444771,1.0229523272772596,"Orion Kerkering","31776",689147
"Jason Adam ","SDP","RP",999,60,-2.49283714633418,-0.3840281073425309,-0.5845834539558047,-2.611120285864174,0.864764565254238,-5.207804428242452,5.227574389444771,1.019769961202319,"Jason Adam","11861",592094
"Kenley Jansen ","DET","RP",137.8699951171875,60,-2.597857192353103,-1.813619585990348,-1.0033324262206758,-2.7530499366258,2.940284751745158,-5.227574389444771,5.227574389444771,1,"Kenley Jansen","3096",445276
"Ranger Suarez ","BOS","SP",181.27000427246094,171.504,2.3723359204415706,-2.038120953645015,-4.739037797395463,1.2370486804114946,-2.20665146036781,-5.374425610555225,5.374425610555225,1,"Ranger Suarez","17277",624133
"Caleb Thielbar ","CHC","RP",999,66,-2.284060742421169,-0.5577905149414277,-0.9145570832783723,-2.4561295582935934,0.9293128633413554,-5.283225035593207,5.227574389444771,0.9443493538515634,"Caleb Thielbar","10078",573204
"Bryan King ","HOU","RP",999,67,-2.2547410085032866,-0.7091141360052934,-1.0921987720278368,-2.569548010370396,1.2078794808562436,-5.417722446050568,5.227574389444771,0.809851943394202,"Bryan King","25890",687911
"Riley O'Brien ","STL","RP",253.47000122070312,63,-2.4242138191716465,-0.022769772916742637,-2.5840686590309976,-2.698733453866488,2.3071838990160507,-5.422601805969825,5.227574389444771,0.8049725834749453,"Riley O'Brien","20348",676617
"Matthew Boyd ","CHC","SP",218.8300018310547,173.75,2.2726865489532027,-4.036979575450903,-3.0435524589562517,1.368609552829662,-2.20665146036781,-5.645887392992099,5.374425610555225,0.7285382175631245,"Matthew Boyd","15440",571510
"Eduard Bazardo ","SEA","RP",999,68,-2.2480429190862337,-0.6853946157181147,-0.8615034652200346,-2.4381458248747707,0.7022386196728998,-5.530848205226254,5.227574389444771,0.6967261842185164,"Eduard Bazardo","20997",660825
"Seranthony Domínguez ","CHW","RP",198.74000549316406,63,-2.5035792486667057,-1.1120777447331835,-2.229482941555358,-2.3844595510906808,2.6650107640207175,-5.56458872202521,5.227574389444771,0.6629856674195613,"Seranthony Dominguez","19249",622554
"Shota Imanaga ","CHC","SP",164.2899932861328,154.982,1.3806474745647799,-5.216633865956989,-0.3997856217019907,0.6838237070912181,-2.20665146036781,-5.758599766370791,5.374425610555225,0.6158258441844329,"Shota Imanaga","33829",684007
"Grayson Rodriguez ","LAA","SP",263.4800109863281,128.892,0.411834073692632,-2.0982360164605733,-2.3708266544892367,0.46679177202449856,-2.20665146036781,-5.7970882856004895,5.374425610555225,0.5773373249547347,"Grayson Rodriguez","24492",680570
"Gregory Soto ","PIT","RP",743.22998046875,61,-2.462948692498407,-0.11581111886760623,-1.8467454155983616,-2.60442652182221,1.2818636560539072,-5.748068092732677,5.227574389444771,0.47950629671209366,"Gregory Soto","19677",642397
"Spencer Schwellenbach ","ATL","SP",729.3099975585938,76.8974,-1.2487090696616119,-0.501636790495821,0.16600968585924533,-2.2057343701646706,-2.20665146036781,-5.996722004830668,5.374425610555225,0.3777036057245553,"Spencer Schwellenbach","31846",680885
"Hunter Greene ","CIN","SP",207.3699951171875,82.5557,-1.205866908620567,-1.7970580041134858,0.25330905413432836,-1.1537073139338199,-2.20665146036781,-6.109974632901354,5.374425610555225,0.26445097765387005,"Hunter Greene","22182",668881
"Shawn Armstrong ","CLE","RP",747.02001953125,68,-2.3509777591757506,-1.4890432594662029,-1.2120861360888806,-2.5075861463355285,1.5951887128681654,-5.964504588198198,5.227574389444771,0.2630698012465723,"Shawn Armstrong","12857",542888
"Clayton Beeter ","WSN","RP",322.489990234375,63,-2.5035792486667057,-0.9030598460064972,-2.920268512264349,-2.4121114197458065,2.7073949076534274,-6.031624119029931,5.227574389444771,0.1959502704148406,"Clayton Beeter","27494",690925
"Dennis Santana ","PIT","RP",149.00999450683594,68,-2.349145351133024,-1.9499187072847854,-2.8301423848557796,-2.709639985880721,3.7245307960418392,-6.11431563311247,5.227574389444771,0.11325875633230009,"Dennis Santana","17878",642701
"JoJo Romero ","STL","RP",482.489990234375,64,-2.3984328037044413,-0.12560844857602307,-2.7625232429719198,-2.8370319645710946,2.002697847809199,-6.120898612014281,5.227574389444771,0.10667577743048928,"JoJo Romero","19574",668941
"Jared Jones ","PIT","SP",698.4600219726562,106.921,-0.30447612027636123,-1.8044383371980386,-1.630745022997933,-0.5368283764067413,-2.079865689601362,-6.356353546480437,5.374425610555225,0.01807206407478701,"Jared Jones","27863",683003
"Ryan Pepiot ","TBR","SP",125.77999877929688,174.756,1.9857455808340065,-4.939117756819128,-3.81435637789735,2.600533787045804,-2.20665146036781,-6.373846227204477,5.374425610555225,0.0005793833507469204,"Ryan Pepiot","26221",686752
"Drew Anderson ","DET","RP",999,82.702,-1.6366896469916357,-0.8808407259315483,-1.7670708527846297,-1.540598470531739,-0.45100364447785524,-6.276203340717409,5.227574389444771,-0.048628951272637666,"Drew Anderson","15130",623454
"Justin Steele ","CHC","SP",565.5499877929688,82.9657,-1.0209128638429774,-0.4671831129572282,-0.7081825209735096,-2.045609851688976,-2.20665146036781,-6.448539809830501,5.374425610555225,-0.07411419927527696,"Justin Steele","17312",657006
"Tyler Holton ","DET","RP",999,72,-2.1566716991338124,-0.7110764795521318,-1.3796108723247145,-2.7585759061223225,0.6326836116342649,-6.3732513454987165,5.227574389444771,-0.14567695605394593,"Tyler Holton","26231",663947
"Ben Joyce ","LAA","RP",731.5499877929688,48,-2.89389752850425,0.31653462197007076,-1.1455522895506853,-2.9333305519737163,0.27687851369472405,-6.379367234363857,5.227574389444771,-0.15179284491908684,"Ben Joyce","31461",690829
"Erik Miller ","SFG","RP",999,62,-2.4211808471486127,0.32297756933312377,-2.9538465757679124,-2.388099600477037,0.9728908188474864,-6.467258635212953,5.227574389444771,-0.23968424576818204,"Erik Miller","26252",669062
"Blake Treinen ","LAD","RP",999,58,-2.4791883202676774,-0.8404760726080456,-1.260821729912219,-2.6898629557567326,0.7923788882008638,-6.477970190343811,5.227574389444771,-0.25039580089904034,"Blake Treinen","12572",595014
"Andrew Nardi ","MIA","RP",999,56,-2.652262973531245,-0.07504062151927682,-0.8709238080134512,-2.5837020769784695,-0.31252908845788807,-6.494458568500329,5.227574389444771,-0.26688417905555895,"Andrew Nardi","25942",677053
"Braxton Garrett ","MIA","SP",481.3399963378906,135.036,0.5855408723271831,-2.4542457028169804,-2.4200740500745015,-0.3050825998886601,-2.0836592474909508,-6.67752072794391,5.374425610555225,-0.303095117388686,"Braxton Garrett","21844",666129
"Angel Zerpa ","MIL","RP",999,60,-2.481652723027105,0.27166901196769877,-1.4381544178617531,-2.9174181535756136,0.025463672910099384,-6.540092609586673,5.227574389444771,-0.3125182201419021,"Angel Zerpa","22717",672582
"Phil Maton ","CHC","RP",735.1699829101562,65,-2.3569176055870447,-1.0572736238789768,-1.7781285717268618,-2.551784824877817,1.1910300102038267,-6.5530746158668745,5.227574389444771,-0.32550022642210363,"Phil Maton","18064",664208
"Aaron Bummer ","ATL","RP",999,60,-2.398811849880179,0.5073965753041609,-1.9915457911779642,-2.8058504885932876,0.12683059374802425,-6.561980960599246,5.227574389444771,-0.33440657115447436,"Aaron Bummer","16258",607481
"Kevin Ginkel ","ARI","RP",489.1499938964844,64,-2.3584340915985615,-0.935699287849915,-1.9673304396826905,-2.599120932151378,1.277222791306249,-6.583361959976297,5.227574389444771,-0.35578757053152543,"Kevin Ginkel","19876",656464
"Nolan McLean ","NYM","SP",88.63999938964844,149.04,1.6843339675351723,-1.458993791196355,-5.5095616522211595,0.7150097217839706,-2.20665146036781,-6.775863214466183,5.374425610555225,-0.4014376039109582,"Nolan McLean","33703",690997
"Ryan Weathers ","NYY","SP",229.86000061035156,124.313,0.5076288046991129,-2.171359837252749,-2.926427148458064,-0.11930223873057386,-2.073588025101669,-6.783048444843942,5.374425610555225,-0.40862283428871793,"Ryan Weathers","23796",677960
"Drew Pomeranz ","LAA","RP",734.7899780273438,56,-2.698959624399894,-0.6342807859670627,-0.9271137716694543,-2.827011154373465,0.3685785426006782,-6.718786793809198,5.227574389444771,-0.4912124043644268,"Drew Pomeranz","11426",519141
"Lucas Erceg ","KCR","RP",598.9400024414062,62,-2.409553952212705,-0.397875413587761,-1.8497202012431582,-2.753411184715358,0.6715819301928683,-6.738978821566112,5.227574389444771,-0.511404432121342,"Lucas Erceg","19360",668674
"Kyle Finnegan ","DET","RP",617.9400024414062,64,-2.423329177222548,-0.8440287352817473,-1.831624654826239,-2.7659350121551998,1.093533606284539,-6.7713839732011945,5.227574389444771,-0.5438095837564234,"Kyle Finnegan","15009",640448
"Kirby Yates ","LAA","RP",283.9800109863281,58,-2.67090372926113,-1.2149963041016962,-1.9622077401905114,-2.503580310144669,1.4244013733390504,-6.927286710358957,5.227574389444771,-0.6997123209141853,"Kirby Yates","9073",489446
"Taylor Rogers ","MIN","RP",416.1099853515625,61,-2.533657225590347,-1.4212401024039518,-2.9216045812233546,-2.7110325308662464,2.61425026422771,-6.973284175856189,5.227574389444771,-0.7457097864114179,"Taylor Rogers","13449",573124
"Cole Sands ","MIN","RP",735.3300170898438,68,-2.30680878586534,-1.5292042443318588,-1.4221816715877662,-2.53797435580118,0.81200147789462,-6.984167579691526,5.227574389444771,-0.7565931902467555,"Cole Sands","21461",663485
"Tanner Banks ","PHI","RP",999,62,-2.4370412780878614,-0.9139309707471024,-1.0131603962117008,-2.878084305052774,0.15729466183723048,-7.0849222882622085,5.227574389444771,-0.8573478988174379,"Tanner Banks","16990",621383
"Keegan Akin ","BAL","RP",999,66,-2.307693427814439,-1.420602770587283,-2.203355591818935,-2.5020909392403032,1.3475865061709342,-7.086156223290027,5.227574389444771,-0.8585818338452558,"Keegan Akin","19362",669211
"Steven Okert ","HOU","RP",999,64,-2.401592174670816,-1.6587809924574386,-1.1051301430363214,-2.3660485060647587,0.43861509263852,-7.092936723590814,5.227574389444771,-0.8653623341460435,"Steven Okert","13580",595345
"A.J. Puk ","ARI","RP",999,42,-3.0176216050518714,0.20051721604945355,-0.0817979117881407,-3.4012732395670664,-0.7988941748649575,-7.099069715222583,5.227574389444771,-0.8714953257778109,"A.J. Puk","19343",640462
"Tobias Myers ","NYM","SP/RP",999,75.5479,-1.8911516608808567,-1.8348587633736746,-0.9851763505682242,-2.579396685601201,-0.0035753044935581857,-7.294158764917514,5.374425610555225,-0.9197331543622891,"Tobias Myers","22191",668964
"Andrew Kittredge ","BAL","RP",742.9000244140625,60,-2.5033897255788364,-1.2323621709639203,-1.2161469559806424,-2.8889511653363718,0.6577941318987582,-7.1830558859610125,5.227574389444771,-0.9554814965162421,"Andrew Kittredge","12828",552640
"Mark Leiter Jr. ","ATH","RP",722.8300170898438,64,-2.3895231094146423,-1.4075623635798822,-2.354561980335131,-2.5990812604207423,1.490740446625582,-7.2599882671248155,5.227574389444771,-1.0324138776800456,"Mark Leiter Jr.","15551",643410
"Brooks Raley ","NYM","RP",999,62,-2.429711344608391,-1.0288086253102873,-1.8514718323343613,-2.8551389156956626,0.7406941454764526,-7.42443657247225,5.227574389444771,-1.1968621830274788,"Brooks Raley","10061",548384
"Carlos Estévez ","KCR","RP",107.33999633789062,65,-2.472174308819416,-3.256512992145604,-3.0194302643081783,-2.835317675126093,4.134928632040992,-7.448506608358299,5.227574389444771,-1.220932218913528,"Carlos Estevez","14542",608032
"Bennett Sousa ","HOU","RP",999,52,-2.718548146223408,-0.19271185635512536,-0.6700059575700736,-3.001673344920411,-0.8932132325863047,-7.476152537655322,5.227574389444771,-1.248578148210552,"Bennett Sousa","21345",656986
"Max Scherzer ","TOR","SP",674.1599731445312,117.348,-0.05279428052349374,-4.6343857234829775,-0.536641093873163,-0.34072361545133145,-2.0819454083648714,-7.6464901216958365,5.374425610555225,-1.2720645111406124,"Max Scherzer","3137",453286
"Paul Blackburn ","NYY","RP",999,65.8424,-2.267441917821878,-1.355486649820063,-1.1499737420914875,-2.9535439711346942,0.15303885622551594,-7.573407424642606,5.227574389444771,-1.3458330351978356,"Paul Blackburn","14739",621112
"Zebby Matthews ","MIN","SP",308.010009765625,118.807,0.061767153193364704,-3.5815185188912833,-1.5300419949211608,-0.6331668036405518,-2.085950790099514,-7.768910954359145,5.374425610555225,-1.3944853438039213,"Zebby Matthews","31827",805673
"David Peterson ","NYM","SP",489.5899963378906,169.662,2.545852894679687,-1.1005308027987837,-8.139442439362686,1.1006007887008111,-2.20665146036781,-7.80017101914878,5.374425610555225,-1.425745408593556,"David Peterson","20302",656849
"Matt Svanson ","STL","RP",617.3900146484375,65,-2.4339450312660165,-1.1598008207152146,-3.0462587876335685,-2.9280249623028842,1.8893146210773537,-7.678714980840332,5.227574389444771,-1.451140591395561,"Matt Svanson","29629",694335
"Hunter Gaddis ","CLE","RP",747.0599975585938,66,-2.452775310083771,-2.1262226557531445,-1.5240143687466803,-2.704219751632375,1.0287735646973655,-7.7784585215186075,5.227574389444771,-1.5508841320738362,"Hunter Gaddis","25636",683769
"Keaton Winn ","SFG","RP",999,54,-2.7210756731273635,-0.2577757668869015,-0.8613788305157105,-3.287956152124049,-0.6617098676702472,-7.789896290324272,5.227574389444771,-1.562321900879501,"Keaton Winn","23499",676775
"Kody Funderburk ","MIN","RP",747.0900268554688,65,-2.3590028115164516,-0.5822019488253558,-3.2414061169118518,-2.7605191485212455,1.0416369364143645,-7.901493089360539,5.227574389444771,-1.673918699915768,"Kody Funderburk","24993",681892
"Aaron Ashby ","MIL","RP",999,85.0772,-1.5970699810614932,-0.40564180068088573,-4.7227394383225905,-1.7035961636685404,0.5194351119841447,-7.909612271749365,5.227574389444771,-1.682037882304595,"Aaron Ashby","23550",676879
"Luis García ","NYM","RP",999,60,-2.4809576041658747,-0.6347118030202884,-2.0998916590072,-3.07944641082015,0.3716597043596298,-7.923347772653883,5.227574389444771,-1.695773383209112,"Luis Garcia","6984",472610
"Paul Sewald ","ARI","RP",519.530029296875,62,-2.543830608004983,-3.0927828849129795,-2.0490268343110394,-2.8108960267077925,2.560100766559559,-7.936435587377233,5.227574389444771,-1.708861197932463,"Paul Sewald","13892",623149
"Graham Ashcraft ","CIN","RP",999,65,-2.4222550121855804,-1.5574501639429772,-2.170236887126584,-2.9858579405417007,1.1985016817005045,-7.937298322096338,5.227574389444771,-1.709723932651567,"Graham Ashcraft","27552",668933
"Edward Cabrera ","CHC","SP",175.1699981689453,142.261,1.2159775224347826,-3.5397913697338654,-4.706341132031262,1.1525687386266148,-2.20665146036781,-8.084237701071538,5.374425610555225,-1.7098120905163148,"Edward Cabrera","21690",665795
"Ian Seymour ","TBR","SP",464.2799987792969,116.188,-0.4286423671442489,-3.237471558211315,-1.7847996931475378,-0.627129640360714,-2.079615357547144,-8.15765861641096,5.374425610555225,-1.7832330058557364,"Ian Seymour","27932",693855
"Tommy Nance ","TOR","RP",999,58,-2.5662627294179448,-0.7526740369558073,-1.589110317764294,-3.1505433632360447,0.04350704725879036,-8.015083400115302,5.227574389444771,-1.7875090106705303,"Tommy Nance","19178",667297
"Jordan Romano ","LAA","RP",739.3599853515625,60,-2.6466390491511596,-1.8187889404631719,-1.906214459330488,-2.697451182844085,1.0121743342763139,-8.05691929751259,5.227574389444771,-1.8293449080678195,"Jordan Romano","16122",605447
"Reynaldo López ","ATL","SP",291.20001220703125,152.047,1.4524938994553476,-4.533491106379667,-4.5360635662614355,1.2947011186558093,-2.0816372967801193,-8.403996951310065,5.374425610555225,-2.029571340754841,"Reynaldo Lopez","16400",625643
