Name,Team,POS,ADP,IP,mW,mERA,mWHIP,mSO,mSVHLD,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Dylan Cease ","TOR","SP",74.44999694824219,177.809,3.0667828635697743,-0.019619267329509155,-0.817237182542788,3.6875983778521166,-2.20665146036781,3.710873331181783,5.374425610555225,10.085298941737008,"Dylan Cease","18525",656302
"Jesús Luzardo ","PHI","SP",72.86000061035156,180.975,3.0832120144269135,-0.3620492077806264,-0.160336197514689,3.2004604561505814,-2.20665146036781,3.5546356049143695,5.374425610555225,9.929061215469593,"Jesus Luzardo","19959",666200
"Shane McClanahan ","TBR","SP",198.49000549316406,142.175,1.310760760585976,1.5254476142484152,1.3648157695879561,1.4426101061068546,-2.20665146036781,3.4369827901613914,5.374425610555225,9.811408400716614,"Shane McClanahan","21483",663556
"Joe Ryan ","MIN","SP",79.45999908447266,172.8,2.3262079894908103,-2.7919061282547784,2.837303286931629,2.831592032299906,-2.20665146036781,2.996545720099757,5.374425610555225,9.370971330654982,"Joe Ryan","21390",657746
"Griffin Jax ","TBR","RP",153.3699951171875,68,-2.085015399948245,2.383310177374671,1.9715895521835147,-1.7378974178194975,1.9860022493034513,2.5179891610938943,5.227574389444771,8.745563550538666,"Griffin Jax","20253",643377
"Andrés Muñoz ","SEA","RP",40.9900016784668,64,-2.169878204225766,2.2837086860654905,0.42662502510737943,-1.952202089505583,3.8879042665605237,2.476157684002045,5.227574389444771,8.703732073446815,"Andres Munoz","20373",662253
"David Bednar ","NYY","RP",64.25,65,-2.178851022660094,1.0924479279636417,1.0827305120989015,-2.0308475972781945,4.4123978287228685,2.3778776488471243,5.227574389444771,8.605452038291896,"David Bednar","19569",670280
"Aroldis Chapman ","BOS","RP",63.13999938964844,62,-2.2390069765073766,1.9213059768251946,0.16091313447187489,-1.7048653228477681,4.150410791538394,2.2887576034803185,5.227574389444771,8.516331992925089,"Aroldis Chapman","10233",547973
"Devin Williams ","NYM","RP",60.7400016784668,64,-2.1760075737249287,1.6079330740727125,0.050651754835816264,-1.9248101043062298,4.655859421578039,2.21362657245541,5.227574389444771,8.44120096190018,"Devin Williams","15816",642207
"Yoshinobu Yamamoto ","LAD","SP",26.940000534057617,154.428,2.5144475028695483,0.7938512113974584,-0.6978271573460422,1.6494450615958336,-2.20665146036781,2.0532651581489887,5.374425610555225,8.427690768704212,"Yoshinobu Yamamoto","33825",808967
"Josh Hader ","HOU","RP",118.38999938964844,61,-2.3258285877709644,0.8801485098960639,1.3134165486693463,-1.836963444635049,3.960232164083364,1.9910051902427615,5.227574389444771,8.218579579687532,"Josh Hader","14212",623352
"Shohei Ohtani ","LAD","SP",1.2400000095367432,116.914,1.1217625522386305,0.5290969124656807,1.4767861205141786,0.4959679764991262,-2.20665146036781,1.4169621013498055,5.374425610555225,7.7913877119050285,"Shohei Ohtani","19755",660271
"Hunter Brown ","HOU","SP",37.15999984741211,184.176,3.0755027334631393,-0.9683328738527254,-1.999667415921567,3.3110363278670207,-2.20665146036781,1.2118873111880568,5.374425610555225,7.58631292174328,"Hunter Brown","25880",686613
"Sonny Gray ","BOS","SP",135.27000427246094,181.357,2.857879608750575,-1.6334820860186468,-0.9820566691928055,2.8442836240921814,-2.20665146036781,0.8799730172634939,5.374425610555225,7.254398627818718,"Sonny Gray","12768",543243
"Nathan Eovaldi ","TEX","SP",138.86000061035156,174.547,2.53947057663956,-1.1373193473778753,-0.39167420515680756,2.0446871174925163,-2.20665146036781,0.848512681229584,5.374425610555225,7.222938291784807,"Nathan Eovaldi","9132",543135
"Ryan Walker ","SFG","RP",155.16000366210938,63,-2.3429528574893332,0.9044544392357482,0.08617753582510138,-2.5148965032078787,4.191138818186274,0.3239214325499125,5.227574389444771,6.551495821994682,"Ryan Walker","20423",676254
"Jeff Hoffman ","TOR","RP",103.41000366210938,63,-2.294107725892465,0.519150554359234,0.4769093566526424,-2.1430056314045536,3.541438643213263,0.100385196928121,5.227574389444771,6.3279595863728915,"Jeff Hoffman","17432",656546
"Brandon Woodruff ","MIL","SP",129.9499969482422,167.715,1.8763651479055519,-3.097374782387975,1.004400595814998,2.2486885700510237,-2.20665146036781,-0.1745719289842109,5.374425610555225,6.199853681571014,"Brandon Woodruff","16162",605540
"Framber Valdez ","DET","SP",83.79000091552734,190.384,3.096102597487657,1.213990495191299,-4.661351287994029,2.247992633759368,-2.20665146036781,-0.30991702192351483,5.374425610555225,6.064508588631709,"Framber Valdez","17295",664285
"Tyler Glasnow ","LAD","SP",120.05999755859375,138.55,1.7703340609941893,-0.5655961585678843,-1.0715342384361848,1.6039819306898164,-2.20665146036781,-0.46946586568787324,5.374425610555225,5.904959744867351,"Tyler Glasnow","14374",607192
"Grant Taylor ","CHW","RP",490.3599853515625,93.7429,-1.2502888304719406,0.9513114336685273,-1.0143586601159715,-0.7560859628023312,1.5865422597844447,-0.48287975993727117,5.227574389444771,5.7446946295075,"Grant Taylor","33927",691799
"Garrett Cleavinger ","TBR","RP",531.4199829101562,66,-2.237616738784917,1.2121634606738114,0.43014988742856236,-1.8214521341576935,1.8324111723885212,-0.5843443524517157,5.227574389444771,5.643230036993055,"Garrett Cleavinger","17897",664076
"Abner Uribe ","MIL","RP",160.0500030517578,72,-1.994212749259431,1.5804883594992396,-1.4171954960007498,-1.6968583572815477,2.773387257845331,-0.7543909851971585,5.227574389444771,5.473183404247612,"Abner Uribe","25327",682842
"Jeremiah Estrada ","SDP","RP",605.8900146484375,70,-2.031051939744654,1.3124198701995686,0.6846895191797592,-1.4386327091676212,0.6770893272085372,-0.79548593232441,5.227574389444771,5.4320884571203605,"Jeremiah Estrada","22210",669093
"Blake Snell ","LAD","SP",156.1300048828125,141.694,1.92382004177996,-0.022153352940181177,-2.8228988976590537,2.1416071726415753,-2.20665146036781,-0.9862764965455089,5.374425610555225,5.388149114009715,"Blake Snell","13543",605483
"Bryan Abreu ","HOU","RP",189.5500030517578,68,-2.0790755535369514,1.1941586735972463,0.37501389484046793,-1.6186095668152907,1.2384784596728815,-0.8900340922416463,5.227574389444771,5.337540297203124,"Bryan Abreu","16609",650556
"Freddy Peralta ","NYM","SP",56.36000061035156,168.291,2.448541677661689,-2.533691299065563,-1.9607043871396344,2.646622924413204,-2.20665146036781,-1.6058825444981142,5.374425610555225,4.768543066057109,"Freddy Peralta","18679",642547
